country_name,country_iso2,week,category,weekly_rank,show_title,season_title,imdb_tconst
Jordan,JO,2022-05-08,TV,3,Happiness,,tt34720736
Jordan,JO,2022-05-08,Films,4,Silverton Siege,,tt18563148
Jordan,JO,2022-05-08,TV,4,The Marked Heart,1.0,tt18974572
Jordan,JO,2022-05-08,Films,5,Perfume: The Story of a Murderer,,tt0396171
Jordan,JO,2022-05-08,Films,6,The Takedown,,tt10607266
Jordan,JO,2022-05-08,TV,6,The Sound of Magic,1.0,tt14460684
Jordan,JO,2022-05-08,TV,7,Bridgerton,2.0,tt8740790
Jordan,JO,2022-05-08,Films,8,A Man Wanted,,tt6539420
Jordan,JO,2022-05-08,TV,8,Friends,6.0,tt32270287
Jordan,JO,2022-05-08,Films,9,365 Days,,tt0920451
Jordan,JO,2022-05-08,TV,9,Friends,9.0,tt32270287
Jordan,JO,2022-05-08,Films,10,Sonic the Hedgehog,,tt3794354
Jordan,JO,2022-05-08,TV,10,Elite,5.0,tt7134908
Jordan,JO,2022-05-15,Films,1,The Humans and the Mongoose,,tt13043436
Jordan,JO,2022-05-15,TV,1,Welcome to Eden,1.0,tt13457822
Jordan,JO,2022-05-15,Films,2,Senior Year,,tt17050828
Jordan,JO,2022-05-15,TV,2,The Sound of Magic,1.0,tt14460684
Jordan,JO,2022-05-15,Films,3,The Takedown,,tt10607266
Jordan,JO,2022-05-15,TV,3,Ozark,4.0,tt5071412
Jordan,JO,2022-05-15,Films,4,365 Days: This Day,,tt12996154
Jordan,JO,2022-05-15,TV,4,The Lincoln Lawyer,1.0,tt13833978
Jordan,JO,2022-05-15,Films,5,Our Father,,tt1579257
Jordan,JO,2022-05-15,Films,6,A Man Wanted,,tt6539420
Jordan,JO,2022-05-15,TV,6,Friends,6.0,tt32270287
Jordan,JO,2022-05-15,Films,7,Spider-Man: Far from Home,,tt6320628
Jordan,JO,2022-05-15,TV,7,Friends,7.0,tt32270287
Jordan,JO,2022-05-15,Films,8,Gangubai Kathiawadi,,tt10083340
Jordan,JO,2022-05-15,TV,8,Friends,9.0,tt32270287
Jordan,JO,2022-05-15,Films,9,Along for the Ride,,tt13666840
Jordan,JO,2022-05-15,TV,9,Friends,5.0,tt32270287
Jordan,JO,2022-05-15,Films,10,The Perfect Family,,tt12431066
Jordan,JO,2022-05-15,TV,10,Friends,8.0,tt32270287
Jordan,JO,2022-05-22,Films,1,Senior Year,,tt17050828
Jordan,JO,2022-05-22,TV,1,The Lincoln Lawyer,1.0,tt13833978
Jordan,JO,2022-05-22,Films,2,The Hunt,,tt15294758
Jordan,JO,2022-05-22,TV,2,Welcome to Eden,1.0,tt13457822
Jordan,JO,2022-05-22,Films,3,The Humans and the Mongoose,,tt13043436
Jordan,JO,2022-05-22,TV,3,Friends,5.0,tt32270287
Jordan,JO,2022-05-22,Films,4,A Perfect Pairing,,tt15215512
Jordan,JO,2022-05-22,TV,4,Friends,6.0,tt32270287
Jordan,JO,2022-05-22,Films,5,Trolls World Tour,,tt6587640
Jordan,JO,2022-05-22,TV,5,Friends,7.0,tt32270287
Jordan,JO,2022-05-22,Films,6,Late Night,,tt6107548
Jordan,JO,2022-05-22,TV,6,Friends,4.0,tt32270287
Jordan,JO,2022-05-22,Films,7,The Takedown,,tt10607266
Jordan,JO,2022-05-22,TV,7,Friends,9.0,tt32270287
Jordan,JO,2022-05-22,Films,8,The Perfect Family,,tt12431066
Jordan,JO,2022-05-22,TV,8,Friends,3.0,tt32270287
Jordan,JO,2022-05-22,Films,9,365 Days: This Day,,tt12996154
Jordan,JO,2022-05-22,Films,10,Our Father,,tt1579257
Jordan,JO,2022-05-22,TV,10,Friends,8.0,tt32270287
Jordan,JO,2022-05-29,Films,1,One Second,,tt13065704
Jordan,JO,2022-05-29,TV,1,Stranger Things,4.0,tt4574334
Jordan,JO,2022-05-29,Films,2,Jack Reacher: Never Go Back,,tt3393786
Jordan,JO,2022-05-29,TV,2,The Lincoln Lawyer,1.0,tt13833978
Jordan,JO,2022-05-29,Films,3,Senior Year,,tt17050828
Jordan,JO,2022-05-29,TV,3,Wrong Side of the Tracks,1.0,tt13980362
Jordan,JO,2022-05-29,Films,4,A Perfect Pairing,,tt15215512
Jordan,JO,2022-05-29,TV,4,Stranger Things,,tt4574334
Jordan,JO,2022-05-29,TV,5,Friends,6.0,tt32270287
Jordan,JO,2022-05-29,Films,6,The Humans and the Mongoose,,tt13043436
Jordan,JO,2022-05-29,TV,6,The Boss Baby: Back in the Crib,1.0,tt19361940
Jordan,JO,2022-05-29,Films,7,Misconception,,tt21254796
Jordan,JO,2022-05-29,TV,7,Friends,7.0,tt32270287
Jordan,JO,2022-05-29,Films,8,The Hunt,,tt15294758
Jordan,JO,2022-05-29,TV,8,Friends,8.0,tt32270287
Jordan,JO,2022-05-29,Films,9,Godspeed,,tt6259476
Jordan,JO,2022-05-29,TV,9,Friends,9.0,tt32270287
Jordan,JO,2022-05-29,Films,10,Trolls World Tour,,tt6587640
Jordan,JO,2022-05-29,TV,10,Friends,5.0,tt32270287
Jordan,JO,2022-06-05,Films,1,Jack Reacher: Never Go Back,,tt3393786
Jordan,JO,2022-06-05,TV,1,Stranger Things,4.0,tt4574334
Jordan,JO,2022-06-05,Films,2,Interceptor,,tt5153996
Jordan,JO,2022-06-05,TV,2,Stranger Things,,tt4574334
Jordan,JO,2022-06-05,Films,3,The Humans and the Mongoose,,tt13043436
Jordan,JO,2022-06-05,TV,3,Stranger Things,2.0,tt4574334
Jordan,JO,2022-06-05,TV,4,The Lincoln Lawyer,1.0,tt13833978
Jordan,JO,2022-06-05,Films,5,One Second,,tt13065704
Jordan,JO,2022-06-05,TV,5,As the Crow Flies,1.0,tt14317550
Jordan,JO,2022-06-05,Films,6,Jack Reacher,,tt0790724
Jordan,JO,2022-06-05,TV,6,Stranger Things,3.0,tt4574334
Jordan,JO,2022-06-05,Films,7,Senior Year,,tt17050828
Jordan,JO,2022-06-05,TV,7,Wrong Side of the Tracks,1.0,tt13980362
Jordan,JO,2022-06-05,Films,8,A Cinderella Story,,tt0356470
Jordan,JO,2022-06-05,TV,8,Friends,6.0,tt32270287
Jordan,JO,2022-06-05,Films,9,A Perfect Pairing,,tt15215512
Jordan,JO,2022-06-05,TV,9,Friends,7.0,tt32270287
Jordan,JO,2022-06-05,Films,10,The Accountant,,tt2140479
Jordan,JO,2022-06-05,TV,10,Friends,5.0,tt32270287
Jordan,JO,2022-06-12,Films,1,Hustle,,tt2388168
Jordan,JO,2022-06-12,TV,1,Stranger Things,4.0,tt4574334
Jordan,JO,2022-06-12,Films,2,Interceptor,,tt5153996
Jordan,JO,2022-06-12,TV,2,As the Crow Flies,1.0,tt14317550
Jordan,JO,2022-06-12,Films,3,The Accountant,,tt2140479
Jordan,JO,2022-06-12,TV,3,Peaky Blinders,6.0,tt2442560
Jordan,JO,2022-06-12,Films,4,The Angry Birds Movie 2,,tt6095472
Jordan,JO,2022-06-12,TV,4,Stranger Things,2.0,tt4574334
Jordan,JO,2022-06-12,Films,5,The Humans and the Mongoose,,tt13043436
Jordan,JO,2022-06-12,TV,5,Stranger Things,,tt4574334
Jordan,JO,2022-06-12,Films,6,Jack Reacher: Never Go Back,,tt3393786
Jordan,JO,2022-06-12,TV,6,Stranger Things,3.0,tt4574334
Jordan,JO,2022-06-12,Films,7,Waterworld,,tt0114898
Jordan,JO,2022-06-12,TV,7,The Lincoln Lawyer,1.0,tt13833978
Jordan,JO,2022-06-12,Films,8,10 Cloverfield Lane,,tt1179933
Jordan,JO,2022-06-12,TV,8,Friends,6.0,tt32270287
Jordan,JO,2022-06-12,Films,9,The Last Castle,,tt28501677
Jordan,JO,2022-06-12,TV,9,Friends,9.0,tt32270287
Jordan,JO,2022-06-12,Films,10,Case 39,,tt0795351
Jordan,JO,2022-06-12,TV,10,Friends,7.0,tt32270287
Jordan,JO,2022-06-19,Films,1,Hustle,,tt2388168
Jordan,JO,2022-06-19,TV,1,Peaky Blinders,6.0,tt2442560
Jordan,JO,2022-06-19,Films,2,Spiderhead,,tt9783600
Jordan,JO,2022-06-19,TV,2,Stranger Things,4.0,tt4574334
Jordan,JO,2022-06-19,Films,3,The Switch,,tt12310726
Jordan,JO,2022-06-19,TV,3,As the Crow Flies,1.0,tt14317550
Jordan,JO,2022-06-19,Films,4,Interceptor,,tt5153996
Jordan,JO,2022-06-19,TV,4,Stranger Things,2.0,tt4574334
Jordan,JO,2022-06-19,Films,5,The Angry Birds Movie 2,,tt6095472
Jordan,JO,2022-06-19,TV,5,Stranger Things,,tt4574334
Jordan,JO,2022-06-19,Films,6,The Accountant,,tt2140479
Jordan,JO,2022-06-19,TV,6,Stranger Things,3.0,tt4574334
Jordan,JO,2022-06-19,Films,7,The Humans and the Mongoose,,tt13043436
Jordan,JO,2022-06-19,TV,7,First Kill,1.0,tt13315156
Jordan,JO,2022-06-19,Films,8,The Wrath of God,,tt9055624
Jordan,JO,2022-06-19,TV,8,Friends,7.0,tt32270287
Jordan,JO,2022-06-19,Films,9,Halftime,,tt19637852
Jordan,JO,2022-06-19,TV,9,Friends,6.0,tt32270287
Jordan,JO,2022-06-19,Films,10,Trees of Peace,,tt11316680
Jordan,JO,2022-06-19,TV,10,2020,1.0,tt12641706
Jordan,JO,2022-06-26,Films,1,The Man from Toronto,,tt11671006
Jordan,JO,2022-06-26,TV,1,The Umbrella Academy,3.0,tt1312171
Jordan,JO,2022-06-26,Films,2,Spiderhead,,tt9783600
Jordan,JO,2022-06-26,TV,2,Stranger Things,4.0,tt4574334
Jordan,JO,2022-06-26,Films,3,Doom of Love,,tt14369296
Jordan,JO,2022-06-26,TV,3,Man Vs Bee,1.0,tt13640670
Jordan,JO,2022-06-26,Films,4,Hustle,,tt2388168
Jordan,JO,2022-06-26,TV,4,Peaky Blinders,6.0,tt2442560
Jordan,JO,2022-06-26,Films,5,Love & Gelato,,tt15521050
Jordan,JO,2022-06-26,TV,5,As the Crow Flies,1.0,tt14317550
Jordan,JO,2022-06-26,Films,6,The Tax Collector,,tt8461224
Jordan,JO,2022-06-26,TV,6,Stranger Things,,tt4574334
Jordan,JO,2022-06-26,Films,7,The Humans and the Mongoose,,tt13043436
Jordan,JO,2022-06-26,TV,7,Stranger Things,2.0,tt4574334
Jordan,JO,2022-06-26,Films,8,Interceptor,,tt5153996
Jordan,JO,2022-06-26,TV,8,Money Heist: Korea - Joint Economic Area,1.0,tt13696452
Jordan,JO,2022-06-26,Films,9,The Angry Birds Movie 2,,tt6095472
Jordan,JO,2022-06-26,TV,9,Stranger Things,3.0,tt4574334
Jordan,JO,2022-06-26,TV,10,2020,1.0,tt12641706
Jordan,JO,2022-07-03,Films,1,The Man from Toronto,,tt11671006
Jordan,JO,2022-07-03,TV,1,Stranger Things,4.0,tt4574334
Jordan,JO,2022-07-03,TV,2,Man Vs Bee,1.0,tt13640670
Jordan,JO,2022-07-03,Films,3,Love & Gelato,,tt15521050
Jordan,JO,2022-07-03,TV,3,The Umbrella Academy,3.0,tt1312171
Jordan,JO,2022-07-03,TV,4,Money Heist: Korea - Joint Economic Area,1.0,tt13696452
Jordan,JO,2022-07-03,Films,5,Doom of Love,,tt14369296
Jordan,JO,2022-07-03,TV,5,Stranger Things,,tt4574334
Jordan,JO,2022-07-03,Films,6,Hustle,,tt2388168
Jordan,JO,2022-07-03,TV,6,Stranger Things,2.0,tt4574334
Jordan,JO,2022-07-03,Films,7,The Reader,,tt0976051
Jordan,JO,2022-07-03,TV,7,Ghost Doctor,,tt16493854
Jordan,JO,2022-07-03,Films,8,The Humans and the Mongoose,,tt13043436
Jordan,JO,2022-07-03,TV,8,Stranger Things,3.0,tt4574334
Jordan,JO,2022-07-03,Films,9,Glamour Girls,,tt20604466
Jordan,JO,2022-07-03,TV,9,Peaky Blinders,6.0,tt2442560
Jordan,JO,2022-07-03,Films,10,Spiderhead,,tt9783600
Jordan,JO,2022-07-03,TV,10,The Umbrella Academy,1.0,tt1312171
Jordan,JO,2022-07-10,Films,1,The Man from Toronto,,tt11671006
Jordan,JO,2022-07-10,TV,1,Stranger Things,4.0,tt4574334
Jordan,JO,2022-07-10,Films,2,The Legend of Tarzan,,tt0918940
Jordan,JO,2022-07-10,TV,2,Stranger Things,,tt4574334
Jordan,JO,2022-07-10,Films,3,Salma's Home,,tt11388504
Jordan,JO,2022-07-10,TV,3,Stranger Things,2.0,tt4574334
Jordan,JO,2022-07-10,Films,4,The Sea Beast,,tt9288046
Jordan,JO,2022-07-10,TV,4,Stranger Things,3.0,tt4574334
Jordan,JO,2022-07-10,Films,5,Primal Fear,,tt0117381
Jordan,JO,2022-07-10,TV,5,Man Vs Bee,1.0,tt13640670
Jordan,JO,2022-07-10,Films,6,Just Mercy,,tt4916630
Jordan,JO,2022-07-10,TV,6,Ghost Doctor,,tt16493854
Jordan,JO,2022-07-10,Films,7,Girl in the Picture,,tt21059520
Jordan,JO,2022-07-10,TV,7,The Umbrella Academy,3.0,tt1312171
Jordan,JO,2022-07-10,Films,8,The Way Back,,tt8544498
Jordan,JO,2022-07-10,TV,8,Queen of the South,5.0,tt1064899
Jordan,JO,2022-07-10,Films,9,The Reader,,tt0976051
Jordan,JO,2022-07-10,TV,9,Better Call Saul,5.0,tt3032476
Jordan,JO,2022-07-10,Films,10,Wonder Woman,,tt0451279
Jordan,JO,2022-07-10,TV,10,2020,1.0,tt12641706
Jordan,JO,2022-07-17,Films,1,The Sea Beast,,tt9288046
Jordan,JO,2022-07-17,TV,1,Stranger Things,4.0,tt4574334
Jordan,JO,2022-07-17,Films,2,Salma's Home,,tt11388504
Jordan,JO,2022-07-17,TV,2,Resident Evil,1.0,tt9660182
Jordan,JO,2022-07-17,Films,3,The Crime,,tt15613514
Jordan,JO,2022-07-17,TV,3,Stranger Things,2.0,tt4574334
Jordan,JO,2022-07-17,Films,4,The Man from Toronto,,tt11671006
Jordan,JO,2022-07-17,TV,4,Stranger Things,,tt4574334
Jordan,JO,2022-07-17,Films,5,Black and Blue,,tt10593226
Jordan,JO,2022-07-17,TV,5,Stranger Things,3.0,tt4574334
Jordan,JO,2022-07-17,Films,6,Persuasion,,tt12269000
Jordan,JO,2022-07-17,TV,6,Ghost Doctor,,tt16493854
Jordan,JO,2022-07-17,Films,7,Girl in the Picture,,tt21059520
Jordan,JO,2022-07-17,TV,7,The Longest Night,1.0,tt14463552
Jordan,JO,2022-07-17,Films,8,Dangerous Liaisons,,tt15548032
Jordan,JO,2022-07-17,TV,8,Extraordinary Attorney Woo,1.0,tt20869502
Jordan,JO,2022-07-17,Films,9,Valley of the Dead,,tt10127708
Jordan,JO,2022-07-17,TV,9,Man Vs Bee,1.0,tt13640670
Jordan,JO,2022-07-17,Films,10,The Legend of Tarzan,,tt0918940
Jordan,JO,2022-07-17,TV,10,The Umbrella Academy,3.0,tt1312171
Jordan,JO,2022-07-24,Films,1,The Gray Man,,tt1649418
Jordan,JO,2022-07-24,TV,1,Stranger Things,4.0,tt4574334
Jordan,JO,2022-07-24,Films,2,Black and Blue,,tt10593226
Jordan,JO,2022-07-24,TV,2,Resident Evil,1.0,tt9660182
Jordan,JO,2022-07-24,Films,3,A Stand Worthy of Men,,tt13758760
Jordan,JO,2022-07-24,TV,3,Extraordinary Attorney Woo,1.0,tt20869502
Jordan,JO,2022-07-24,Films,4,The Sea Beast,,tt9288046
Jordan,JO,2022-07-24,TV,4,Alba,1.0,tt12446242
Jordan,JO,2022-07-24,Films,5,Persuasion,,tt12269000
Jordan,JO,2022-07-24,TV,5,Stranger Things,3.0,tt4574334
Jordan,JO,2022-07-24,Films,6,2 Hearts,,tt5616176
Jordan,JO,2022-07-24,TV,6,Stranger Things,2.0,tt4574334
Jordan,JO,2022-07-24,Films,7,The Crime,,tt15613514
Jordan,JO,2022-07-24,TV,7,Stranger Things,,tt4574334
Jordan,JO,2022-07-24,Films,8,The Man from Toronto,,tt11671006
Jordan,JO,2022-07-24,TV,8,Virgin River,4.0,tt9077530
Jordan,JO,2022-07-24,Films,9,Salma's Home,,tt11388504
Jordan,JO,2022-07-24,TV,9,Kung Fu Panda: The Dragon Knight,1.0,tt18783984
Jordan,JO,2022-07-24,Films,10,Too Old for Fairy Tales,,tt15575356
Jordan,JO,2022-07-24,TV,10,Ghost Doctor,,tt16493854
Jordan,JO,2022-07-31,Films,1,The Gray Man,,tt1649418
Jordan,JO,2022-07-31,TV,1,Another Self,1.0,tt14899624
Jordan,JO,2022-07-31,Films,2,A Stand Worthy of Men,,tt13758760
Jordan,JO,2022-07-31,TV,2,Stranger Things,4.0,tt4574334
Jordan,JO,2022-07-31,Films,3,Let Him Go,,tt9340860
Jordan,JO,2022-07-31,TV,3,Extraordinary Attorney Woo,1.0,tt20869502
Jordan,JO,2022-07-31,Films,4,The Sea Beast,,tt9288046
Jordan,JO,2022-07-31,TV,4,Keep Breathing,1.0,tt14117010
Jordan,JO,2022-07-31,Films,5,Purple Hearts,,tt4614584
Jordan,JO,2022-07-31,TV,5,Virgin River,4.0,tt9077530
Jordan,JO,2022-07-31,Films,6,Black and Blue,,tt10593226
Jordan,JO,2022-07-31,TV,6,Stranger Things,2.0,tt4574334
Jordan,JO,2022-07-31,Films,7,2 Hearts,,tt5616176
Jordan,JO,2022-07-31,TV,7,Stranger Things,3.0,tt4574334
Jordan,JO,2022-07-31,Films,8,The Man from Toronto,,tt11671006
Jordan,JO,2022-07-31,TV,8,Resident Evil,1.0,tt9660182
Jordan,JO,2022-07-31,Films,9,Tenet,,tt6723592
Jordan,JO,2022-07-31,TV,9,Stranger Things,,tt4574334
Jordan,JO,2022-07-31,Films,10,Persuasion,,tt12269000
Jordan,JO,2022-07-31,TV,10,Alba,1.0,tt12446242
Jordan,JO,2022-08-07,Films,1,Purple Hearts,,tt4614584
Jordan,JO,2022-08-07,TV,1,Manifest,1.0,tt14738778
Jordan,JO,2022-08-07,Films,2,The Gray Man,,tt1649418
Jordan,JO,2022-08-07,TV,2,Another Self,1.0,tt14899624
Jordan,JO,2022-08-07,Films,3,Tenet,,tt6723592
Jordan,JO,2022-08-07,TV,3,Stranger Things,4.0,tt4574334
Jordan,JO,2022-08-07,Films,4,Carter,,tt21237030
Jordan,JO,2022-08-07,TV,4,Keep Breathing,1.0,tt14117010
Jordan,JO,2022-08-07,Films,5,A Stand Worthy of Men,,tt13758760
Jordan,JO,2022-08-07,TV,5,Extraordinary Attorney Woo,1.0,tt20869502
Jordan,JO,2022-08-07,Films,6,The Contractor,,tt10323676
Jordan,JO,2022-08-07,TV,6,Manifest,2.0,tt14738778
Jordan,JO,2022-08-07,Films,7,The Sea Beast,,tt9288046
Jordan,JO,2022-08-07,TV,7,The Sandman,1.0,tt1751634
Jordan,JO,2022-08-07,Films,8,Just Like Heaven,,tt0425123
Jordan,JO,2022-08-07,TV,8,Stranger Things,3.0,tt4574334
Jordan,JO,2022-08-07,Films,9,Wedding Season,,tt10993824
Jordan,JO,2022-08-07,TV,9,Stranger Things,2.0,tt4574334
Jordan,JO,2022-08-07,Films,10,The Man from Toronto,,tt11671006
Jordan,JO,2022-08-07,TV,10,Friends,5.0,tt32270287
Jordan,JO,2022-08-14,Films,1,Purple Hearts,,tt4614584
Jordan,JO,2022-08-14,TV,1,Manifest,1.0,tt14738778
Jordan,JO,2022-08-14,Films,2,Day Shift,,tt13314558
Jordan,JO,2022-08-14,TV,2,Manifest,2.0,tt14738778
Jordan,JO,2022-08-14,Films,3,Carter,,tt21237030
Jordan,JO,2022-08-14,TV,3,The Sandman,1.0,tt1751634
Jordan,JO,2022-08-14,Films,4,The Gray Man,,tt1649418
Jordan,JO,2022-08-14,TV,4,Never Have I Ever,3.0,tt27043648
Jordan,JO,2022-08-14,Films,5,Darlings,,tt6424186
Jordan,JO,2022-08-14,TV,5,Another Self,1.0,tt14899624
Jordan,JO,2022-08-14,Films,6,Wedding Season,,tt10993824
Jordan,JO,2022-08-14,TV,6,Manifest,3.0,tt14738778
Jordan,JO,2022-08-14,Films,7,A Stand Worthy of Men,,tt13758760
Jordan,JO,2022-08-14,TV,7,Extraordinary Attorney Woo,1.0,tt20869502
Jordan,JO,2022-08-14,Films,8,Heartsong,,tt21339860
Jordan,JO,2022-08-14,TV,8,Stranger Things,4.0,tt4574334
Jordan,JO,2022-08-14,Films,9,The Sea Beast,,tt9288046
Jordan,JO,2022-08-14,TV,9,Locke & Key,3.0,tt3007572
Jordan,JO,2022-08-14,Films,10,Batman v Superman: Dawn of Justice,,tt2975590
Jordan,JO,2022-08-14,TV,10,Keep Breathing,1.0,tt14117010
Jordan,JO,2022-08-21,Films,1,Day Shift,,tt13314558
Jordan,JO,2022-08-21,TV,1,Manifest,1.0,tt14738778
Jordan,JO,2022-08-21,Films,2,Look Both Ways,,tt14298328
Jordan,JO,2022-08-21,TV,2,Manifest,2.0,tt14738778
Jordan,JO,2022-08-21,Films,3,The Next 365 Days,,tt21106646
Jordan,JO,2022-08-21,TV,3,Never Have I Ever,3.0,tt27043648
Jordan,JO,2022-08-21,Films,4,Purple Hearts,,tt4614584
Jordan,JO,2022-08-21,TV,4,Manifest,3.0,tt14738778
Jordan,JO,2022-08-21,Films,5,The Gray Man,,tt1649418
Jordan,JO,2022-08-21,TV,5,Extraordinary Attorney Woo,1.0,tt20869502
Jordan,JO,2022-08-21,Films,6,The Rite,,tt1161864
Jordan,JO,2022-08-21,TV,6,The Sandman,1.0,tt1751634
Jordan,JO,2022-08-21,Films,7,Carter,,tt21237030
Jordan,JO,2022-08-21,TV,7,Another Self,1.0,tt14899624
Jordan,JO,2022-08-21,Films,8,A Stand Worthy of Men,,tt13758760
Jordan,JO,2022-08-21,TV,8,Stranger Things,4.0,tt4574334
Jordan,JO,2022-08-21,Films,9,Royalteen,,tt15022184
Jordan,JO,2022-08-21,TV,9,Brooklyn Nine-Nine,8.0,tt2467372
Jordan,JO,2022-08-21,Films,10,Edge of Tomorrow,,tt1631867
Jordan,JO,2022-08-21,TV,10,Never Have I Ever,1.0,tt27043648
Jordan,JO,2022-08-28,Films,1,Me Time,,tt0996959
Jordan,JO,2022-08-28,TV,1,Mo,1.0,tt15875168
Jordan,JO,2022-08-28,Films,2,The Next 365 Days,,tt21106646
Jordan,JO,2022-08-28,TV,2,Manifest,1.0,tt14738778
Jordan,JO,2022-08-28,Films,3,Look Both Ways,,tt14298328
Jordan,JO,2022-08-28,TV,3,Manifest,2.0,tt14738778
Jordan,JO,2022-08-28,Films,4,Day Shift,,tt13314558
Jordan,JO,2022-08-28,TV,4,Manifest,3.0,tt14738778
Jordan,JO,2022-08-28,Films,5,The Gray Man,,tt1649418
Jordan,JO,2022-08-28,TV,5,Echoes,1.0,tt11143836
Jordan,JO,2022-08-28,Films,6,Purple Hearts,,tt4614584
Jordan,JO,2022-08-28,TV,6,Extraordinary Attorney Woo,1.0,tt20869502
Jordan,JO,2022-08-28,Films,7,Royalteen,,tt15022184
Jordan,JO,2022-08-28,TV,7,The Sandman,1.0,tt1751634
Jordan,JO,2022-08-28,Films,8,A Stand Worthy of Men,,tt13758760
Jordan,JO,2022-08-28,TV,8,The Walking Dead,11.0,tt1520211
Jordan,JO,2022-08-28,Films,9,Storks,,tt13292336
Jordan,JO,2022-08-28,TV,9,Never Have I Ever,3.0,tt27043648
Jordan,JO,2022-08-28,Films,10,Edge of Tomorrow,,tt1631867
Jordan,JO,2022-08-28,TV,10,Stranger Things,4.0,tt4574334
Jordan,JO,2022-09-04,Films,1,Me Time,,tt0996959
Jordan,JO,2022-09-04,TV,1,Mo,1.0,tt15875168
Jordan,JO,2022-09-04,Films,2,Harry Potter and the Sorcerer's Stone,,tt0241527
Jordan,JO,2022-09-04,TV,2,Manifest,1.0,tt14738778
Jordan,JO,2022-09-04,Films,3,Not Me,,tt11829142
Jordan,JO,2022-09-04,TV,3,Manifest,2.0,tt14738778
Jordan,JO,2022-09-04,Films,4,Love in the Villa,,tt15463032
Jordan,JO,2022-09-04,TV,4,Manifest,3.0,tt14738778
Jordan,JO,2022-09-04,Films,5,Harry Potter and the Chamber of Secrets,,tt27666796
Jordan,JO,2022-09-04,TV,5,Echoes,1.0,tt11143836
Jordan,JO,2022-09-04,Films,6,Loving Adults,,tt14592948
Jordan,JO,2022-09-04,TV,6,Young Lady and Gentleman,,tt15514606
Jordan,JO,2022-09-04,Films,7,I Came By,,tt15083184
Jordan,JO,2022-09-04,TV,7,Extraordinary Attorney Woo,1.0,tt20869502
Jordan,JO,2022-09-04,Films,8,Harry Potter and the Prisoner of Azkaban,,tt27919362
Jordan,JO,2022-09-04,TV,8,High Heat,1.0,tt17641200
Jordan,JO,2022-09-04,Films,9,The Next 365 Days,,tt21106646
Jordan,JO,2022-09-04,TV,9,Alchemy of Souls,1.0,tt20859920
Jordan,JO,2022-09-04,Films,10,Under Her Control,,tt15006754
Jordan,JO,2022-09-04,TV,10,Stranger Things,4.0,tt4574334
Jordan,JO,2022-09-11,Films,1,Bad Boys for Life,,tt1502397
Jordan,JO,2022-09-11,TV,1,Cobra Kai,5.0,tt7221388
Jordan,JO,2022-09-11,Films,2,Harry Potter and the Sorcerer's Stone,,tt0241527
Jordan,JO,2022-09-11,TV,2,Manifest,1.0,tt14738778
Jordan,JO,2022-09-11,Films,3,Harry Potter and the Chamber of Secrets,,tt27666796
Jordan,JO,2022-09-11,TV,3,Manifest,3.0,tt14738778
Jordan,JO,2022-09-11,Films,4,Harry Potter and the Goblet of Fire,,tt0330373
Jordan,JO,2022-09-11,TV,4,Devil in Ohio,1.0,tt15432016
Jordan,JO,2022-09-11,Films,5,Harry Potter and the Prisoner of Azkaban,,tt27919362
Jordan,JO,2022-09-11,TV,5,Manifest,2.0,tt14738778
Jordan,JO,2022-09-11,Films,6,Me Time,,tt0996959
Jordan,JO,2022-09-11,TV,6,Mo,1.0,tt15875168
Jordan,JO,2022-09-11,Films,7,Not Me,,tt11829142
Jordan,JO,2022-09-11,TV,7,Young Lady and Gentleman,,tt15514606
Jordan,JO,2022-09-11,Films,8,13 Hours: The Secret Soldiers of Benghazi,,tt4172430
Jordan,JO,2022-09-11,Films,9,Harry Potter and the Order of the Phoenix,,tt0373889
Jordan,JO,2022-09-11,TV,9,Dated and Related,1.0,tt15292942
Jordan,JO,2022-09-11,Films,10,Harry Potter and the Half-Blood Prince,,tt0417741
Jordan,JO,2022-09-11,TV,10,Diary of a Gigolo,1.0,tt16481820
Jordan,JO,2022-09-18,Films,1,End of the Road,,tt13655328
Jordan,JO,2022-09-18,TV,1,Cobra Kai,5.0,tt7221388
Jordan,JO,2022-09-18,Films,2,No Limit,,tt39394715
Jordan,JO,2022-09-18,TV,2,Manifest,1.0,tt14738778
Jordan,JO,2022-09-18,Films,3,The Knower,,tt11778144
Jordan,JO,2022-09-18,TV,3,Diary of a Gigolo,1.0,tt16481820
Jordan,JO,2022-09-18,Films,4,Bad Boys for Life,,tt1502397
Jordan,JO,2022-09-18,TV,4,The Crown,1.0,tt4786824
Jordan,JO,2022-09-18,Films,5,Harry Potter and the Sorcerer's Stone,,tt0241527
Jordan,JO,2022-09-18,TV,5,Manifest,3.0,tt14738778
Jordan,JO,2022-09-18,Films,6,Do Revenge,,tt13327038
Jordan,JO,2022-09-18,TV,6,Manifest,2.0,tt14738778
Jordan,JO,2022-09-18,Films,7,Harry Potter and the Goblet of Fire,,tt0330373
Jordan,JO,2022-09-18,TV,7,Narco-Saints,1.0,tt14518692
Jordan,JO,2022-09-18,Films,8,Charlie's Angels,,tt5033998
Jordan,JO,2022-09-18,TV,8,Young Lady and Gentleman,,tt15514606
Jordan,JO,2022-09-18,Films,9,Harry Potter and the Chamber of Secrets,,tt27666796
Jordan,JO,2022-09-18,TV,9,Fate: The Winx Saga,2.0,tt8179402
