,week,country,category,at_rank1,cumulative_weeks_in_top_10_1,at_rank2,cumulative_weeks_in_top_10_2,at_rank3,cumulative_weeks_in_top_10_3,at_rank4,cumulative_weeks_in_top_10_4,at_rank5,cumulative_weeks_in_top_10_5,at_rank6,cumulative_weeks_in_top_10_6,at_rank7,cumulative_weeks_in_top_10_7,at_rank8,cumulative_weeks_in_top_10_8,at_rank9,cumulative_weeks_in_top_10_9,at_rank10,cumulative_weeks_in_top_10_10
2021-08-08_Kenya_Films,2021-08-08,Kenya,Films,tt12929990,2,tt12808182,2,tt3104988,2,tt0833968,1,tt0367479,1,tt6402468,3,tt14366176,1,tt32011901,1,tt1032755,1,tt1001508,1
2021-08-08_Kenya_TV,2021-08-08,Kenya,TV,tt19879648,1,tt38960977,4,tt38960977,4,tt10293938,2,tt1442437,1,tt10293938,2,tt10839422,6,tt11704040,2,tt15049206,1,tt27043648,4
2021-08-08_Kuwait_Films,2021-08-08,Kuwait,Films,tt12808182,2,tt12074050,2,tt6402468,3,tt8561200,1,tt1025100,3,tt6232802,1,tt0145681,1,,,tt14366176,1,tt0117705,1
2021-08-08_Kuwait_TV,2021-08-08,Kuwait,TV,tt38960977,4,tt38960977,4,tt10293938,2,tt10293938,1,,,tt19879648,1,tt4320258,5,tt4320258,3,tt4320258,2,tt4320258,2
2021-08-08_Latvia_Films,2021-08-08,Latvia,Films,tt12929990,2,tt12808182,2,tt8561200,1,tt14366176,1,tt6232802,1,tt6343314,1,tt6402468,3,tt0397535,1,tt5562070,6,,
2021-08-08_Latvia_TV,2021-08-08,Latvia,TV,tt10293938,2,tt10293938,2,tt7817340,6,tt2861424,6,tt7817340,5,tt10839422,6,,,tt11704040,2,tt27043648,4,tt9184994,2
2021-08-08_Lebanon_Films,2021-08-08,Lebanon,Films,tt12808182,2,tt1025100,3,tt12929990,2,tt7238392,1,tt6402468,3,tt5138210,1,tt6232802,1,tt8561200,1,tt1893273,3,tt0145681,1
2021-08-08_Lebanon_TV,2021-08-08,Lebanon,TV,tt10293938,2,tt38960977,4,tt38960977,3,tt10293938,2,tt10839422,6,tt12626014,4,tt19879648,1,tt27043648,4,tt4052886,6,,
2021-08-08_Lithuania_Films,2021-08-08,Lithuania,Films,tt12929990,2,tt8561200,1,tt12808182,2,tt6402468,3,tt14366176,1,,,tt1893273,3,tt0397535,1,tt6232802,1,tt3118534,4
2021-08-08_Lithuania_TV,2021-08-08,Lithuania,TV,tt10293938,2,tt10293938,2,tt7817340,6,tt2861424,6,tt10839422,6,tt7817340,5,,,tt27043648,4,tt9184994,2,tt19879648,1
2021-08-08_Luxembourg_Films,2021-08-08,Luxembourg,Films,tt12808182,2,tt12929990,2,tt8561200,1,,,tt0469641,1,tt6343314,1,tt6402468,3,tt14366176,1,tt5563334,1,tt15036416,1
2021-08-08_Luxembourg_TV,2021-08-08,Luxembourg,TV,tt10293938,2,tt10293938,1,tt38960977,4,tt38960977,3,tt19879648,1,tt12626014,4,tt9184994,2,tt9077530,5,tt10839422,6,tt7817340,5
2021-08-08_Malaysia_Films,2021-08-08,Malaysia,Films,tt3522806,1,tt6189022,1,tt0781434,1,tt3331846,1,tt12074050,2,tt8561200,1,tt1025100,1,,,tt6402468,3,tt12808182,2
2021-08-08_Malaysia_TV,2021-08-08,Malaysia,TV,tt8160178,2,tt14518284,6,tt38960977,4,tt38960977,3,tt33290268,1,tt38960977,4,tt13814840,4,tt11769304,5,tt13433812,6,tt10850932,4
2021-08-08_Maldives_Films,2021-08-08,Maldives,Films,tt12074050,2,tt7713068,2,tt12808182,2,tt12929990,2,tt6402468,3,tt8561200,1,tt11027830,6,,,tt1893273,2,tt0781434,1
2021-08-08_Maldives_TV,2021-08-08,Maldives,TV,tt38960977,4,tt10293938,2,tt38960977,4,tt38960977,3,tt2741602,3,tt10293938,1,tt27043648,4,tt10839422,6,tt14518284,5,tt33290268,1
2021-08-08_Malta_Films,2021-08-08,Malta,Films,tt12929990,2,tt12808182,2,tt8561200,1,tt5113040,1,tt32813390,1,tt5965816,1,tt0469641,1,tt6402468,3,tt4425200,1,tt14366176,1
2021-08-08_Malta_TV,2021-08-08,Malta,TV,tt10293938,2,tt10293938,2,tt38960977,4,tt38960977,4,tt19879648,1,tt38960977,4,tt38960977,5,tt12626014,4,tt10839422,6,tt15049206,1
2021-08-08_Martinique_Films,2021-08-08,Martinique,Films,tt12929990,2,tt1175081,2,tt10228992,1,tt12808182,2,tt8561200,1,tt32596875,2,,,tt14366176,1,tt2531344,1,tt6402468,3
2021-08-08_Martinique_TV,2021-08-08,Martinique,TV,tt10293938,2,tt7817340,3,tt7817340,6,tt10293938,2,tt19879648,1,tt9335498,1,tt8560918,5,tt12626014,5,tt27043648,4,,
2021-08-08_Mauritius_Films,2021-08-08,Mauritius,Films,tt12929990,2,tt12074050,2,tt12808182,2,tt8561200,1,tt0833968,1,tt3104988,1,tt6402468,3,tt14366176,1,tt0286788,1,,
2021-08-08_Mauritius_TV,2021-08-08,Mauritius,TV,tt10293938,2,tt38960977,4,tt38960977,4,tt10293938,2,tt19879648,1,tt1442437,1,tt27043648,4,tt10839422,6,tt2372162,2,tt8893550,1
2021-08-08_Mexico_Films,2021-08-08,Mexico,Films,tt1692190,1,tt14366176,1,tt8561200,1,tt12808182,2,tt12929990,2,tt5220122,1,tt10675724,1,tt1620981,1,tt6402468,3,tt2101341,1
2021-08-08_Mexico_TV,2021-08-08,Mexico,TV,tt11937662,1,tt14417802,2,tt0233127,6,tt32375039,6,tt8598690,6,tt8598690,6,tt11937662,1,tt12626014,5,tt14821886,5,tt3904068,3
2021-08-08_Morocco_Films,2021-08-08,Morocco,Films,tt12808182,2,tt7238392,1,tt1025100,3,tt12929990,2,tt6402468,3,,,tt8561200,1,tt10228992,1,tt12074050,1,tt35180858,1
2021-08-08_Morocco_TV,2021-08-08,Morocco,TV,tt10293938,2,tt10293938,2,tt12626014,5,tt19879648,1,tt10839422,6,tt29730749,4,tt38960977,4,tt7134908,6,tt29730749,1,tt6468322,1
2021-08-08_Netherlands_Films,2021-08-08,Netherlands,Films,tt12929990,2,tt0796308,1,tt8561200,1,tt5220122,1,tt6343314,1,tt5563334,2,tt12808182,2,tt6232802,1,tt2066051,1,tt32508956,1
2021-08-08_Netherlands_TV,2021-08-08,Netherlands,TV,tt10293938,2,tt10293938,2,tt19879648,1,tt9077530,5,tt19495202,3,tt15049206,1,tt10839422,6,tt14992232,1,tt12626014,4,tt14033496,6
2021-08-08_New_Caledonia_Films,2021-08-08,New_Caledonia,Films,tt1175081,2,tt12808182,2,tt12929990,2,tt10228992,1,,,tt2531344,1,tt8561200,1,tt14366176,1,tt6402468,3,tt0469641,1
2021-08-08_New_Caledonia_TV,2021-08-08,New_Caledonia,TV,tt10293938,2,tt7817340,3,tt7817340,6,tt10293938,2,tt19879648,1,tt12626014,5,tt14992232,1,tt8893550,1,tt2741602,1,tt10839422,6
2021-08-08_New_Zealand_Films,2021-08-08,New_Zealand,Films,tt7286456,2,,,tt5606664,1,tt12929990,2,tt0227538,1,tt14366176,1,tt8561200,1,tt12808182,1,,,tt0414853,1
2021-08-08_New_Zealand_TV,2021-08-08,New_Zealand,TV,tt10293938,2,tt10293938,2,tt8893550,1,tt15049206,1,tt19879648,1,tt14992232,1,tt2861424,3,tt9077530,5,,,tt6461726,2
2021-08-08_Nicaragua_Films,2021-08-08,Nicaragua,Films,tt12929990,2,tt8561200,1,tt12808182,2,tt5220122,1,tt10675724,1,tt2101341,1,,,tt6402468,3,tt32596875,2,tt14366176,1
2021-08-08_Nicaragua_TV,2021-08-08,Nicaragua,TV,tt14417802,2,tt32375039,6,tt11937662,1,tt0387763,6,tt0233127,6,,,tt3904068,5,tt3904068,5,tt11937662,1,tt5676412,2
2021-08-08_Nigeria_Films,2021-08-08,Nigeria,Films,tt13113544,1,tt12929990,2,tt2385126,1,tt12808182,2,tt3104988,1,,,tt6402468,3,,,tt1032755,1,tt12074050,2
2021-08-08_Nigeria_TV,2021-08-08,Nigeria,TV,tt38960977,4,tt38960977,4,,,tt10839422,6,tt19879648,1,tt10293938,2,tt27043648,4,tt13433812,6,tt33290268,1,tt8160178,1
2021-08-08_Norway_Films,2021-08-08,Norway,Films,tt6902332,1,tt8561200,1,tt12929990,2,tt12808182,2,tt14366176,1,tt0195685,1,tt6232802,1,tt6402468,3,,,tt2404435,4
2021-08-08_Norway_TV,2021-08-08,Norway,TV,tt10293938,2,tt10293938,2,tt38960977,4,tt9077530,5,tt38960977,3,tt38960977,2,tt15049206,1,tt19879648,1,tt14992232,1,tt11704040,2
2021-08-08_Oman_Films,2021-08-08,Oman,Films,tt12074050,2,tt12808182,2,tt6402468,3,tt0781434,1,tt1025100,3,tt7238392,1,tt8561200,1,tt35180858,1,,,tt10675724,1
2021-08-08_Oman_TV,2021-08-08,Oman,TV,tt38960977,4,tt38960977,3,tt4320258,6,tt4320258,6,tt4320258,6,tt4320258,6,tt10293938,2,tt4320258,6,tt10293938,1,tt19879648,1
2021-08-08_Pakistan_Films,2021-08-08,Pakistan,Films,tt12074050,2,tt11027830,6,tt12808182,2,tt7713068,2,tt6402468,3,tt8561200,1,tt2186731,2,,,tt2112124,1,tt3685624,1
2021-08-08_Pakistan_TV,2021-08-08,Pakistan,TV,tt38960977,4,tt38960977,4,tt38960977,3,tt6468322,6,tt10293938,2,tt10839422,6,tt27043648,4,tt6468322,1,tt6468322,1,tt19879648,1
2021-08-08_Panama_Films,2021-08-08,Panama,Films,tt12929990,2,tt12808182,2,tt8561200,1,tt14366176,1,,,tt10675724,1,tt32596875,2,tt2101341,1,tt5220122,1,tt6402468,3
2021-08-08_Panama_TV,2021-08-08,Panama,TV,tt14417802,2,tt11937662,1,tt32375039,6,tt10293938,2,,,tt0233127,6,tt22541836,1,tt0387763,5,tt19879648,1,tt12626014,4
2021-08-08_Paraguay_Films,2021-08-08,Paraguay,Films,tt12808182,2,tt12929990,2,tt8561200,1,tt2101341,1,tt10675724,1,,,tt14366176,1,tt6402468,3,tt11697484,1,tt5220122,1
2021-08-08_Paraguay_TV,2021-08-08,Paraguay,TV,tt14417802,2,tt11937662,1,tt32375039,6,,,tt10293938,2,tt0387763,6,tt0233127,6,tt11937662,1,tt22541836,1,tt12626014,5
2021-08-08_Peru_Films,2021-08-08,Peru,Films,tt12808182,2,tt12929990,2,tt8561200,1,tt6402468,3,tt10675724,1,tt5220122,1,,,tt14366176,1,tt2101341,1,tt32596875,2
2021-08-08_Peru_TV,2021-08-08,Peru,TV,tt14417802,2,tt11937662,1,tt0387763,6,tt32375039,6,tt0233127,6,tt3904068,6,tt3904068,6,tt3904068,6,tt3904068,4,,
2021-08-08_Philippines_Films,2021-08-08,Philippines,Films,tt3522806,1,tt1025100,1,tt1457600,2,,,tt12808182,2,tt6402468,3,tt14549634,1,tt10675724,1,tt2592614,1,tt35538033,1
2021-08-08_Philippines_TV,2021-08-08,Philippines,TV,tt38960977,4,tt33290268,2,tt38960977,4,tt38960977,4,tt14518284,6,tt8160178,2,,,tt6803718,6,tt11769304,5,tt13433812,5
2021-08-08_Poland_Films,2021-08-08,Poland,Films,tt12929990,2,tt8561200,1,tt12808182,2,tt0397535,1,,,tt14315566,2,tt6402468,3,tt6343314,1,tt0360486,1,tt6232802,1
2021-08-08_Poland_TV,2021-08-08,Poland,TV,tt38960977,4,tt38960977,3,tt38960977,3,tt10293938,2,tt19879648,1,tt10293938,1,tt8855592,5,tt8467618,4,tt14992232,1,tt8467618,2
2021-08-08_Portugal_Films,2021-08-08,Portugal,Films,tt12929990,2,tt12808182,2,tt8561200,1,tt6343314,1,,,tt14366176,1,tt2386490,1,tt1893273,3,tt6232802,1,tt6402468,3
2021-08-08_Portugal_TV,2021-08-08,Portugal,TV,tt10293938,2,tt10293938,2,tt33374179,5,tt38960977,4,tt38960977,3,tt14902484,3,tt11937662,1,tt38960977,3,tt12626014,5,tt10839422,6
2021-08-08_Qatar_Films,2021-08-08,Qatar,Films,tt12808182,2,tt0781434,1,tt12074050,2,tt8561200,1,tt6402468,3,,,tt0145681,1,tt6232802,1,tt1025100,3,tt12929990,2
2021-08-08_Qatar_TV,2021-08-08,Qatar,TV,tt38960977,4,tt38960977,4,tt33290268,1,tt10293938,2,tt19879648,1,tt10293938,1,tt10839422,6,,,tt8893550,1,tt14518284,4
2021-08-08_Romania_Films,2021-08-08,Romania,Films,tt12929990,2,tt12808182,2,tt0397535,2,tt8561200,1,,,tt5113040,1,tt1893273,3,,,tt21635588,1,tt6343314,1
2021-08-08_Romania_TV,2021-08-08,Romania,TV,tt10293938,2,tt19879648,1,tt10293938,2,tt12626014,5,tt10839422,6,tt15049206,1,tt4052886,6,tt14902484,3,tt19495202,3,tt9077530,5
2021-08-08_Russia_Films,2021-08-08,Russia,Films,tt12808182,2,tt6402468,3,tt12929990,2,tt8561200,1,,,tt7601480,6,tt14366176,1,tt5562070,6,tt0134119,5,tt0427152,3
2021-08-08_Russia_TV,2021-08-08,Russia,TV,tt10293938,2,tt10293938,2,tt10839422,6,tt6468322,6,tt19879648,1,tt7134908,6,tt5180504,4,tt2531336,6,tt2531336,5,tt7134908,6
2021-08-08_R̩union_Films,2021-08-08,R̩union,Films,tt1175081,2,tt12929990,2,tt12808182,2,tt8561200,1,,,tt2531344,1,tt14366176,1,tt14315566,2,tt6402468,3,tt1179933,1
2021-08-08_R̩union_TV,2021-08-08,R̩union,TV,tt10293938,2,tt7817340,3,tt7817340,6,tt10293938,2,tt19879648,1,tt8560918,6,tt27043648,4,tt1442437,1,tt12626014,5,tt10839422,6
2021-08-08_Saudi_Arabia_Films,2021-08-08,Saudi_Arabia,Films,tt12808182,2,tt12074050,1,tt6402468,3,tt1025100,3,tt8561200,1,tt7238392,1,tt0145681,1,,,tt1692190,1,tt10675724,1
2021-08-08_Saudi_Arabia_TV,2021-08-08,Saudi_Arabia,TV,tt38960977,4,tt38960977,4,tt10293938,2,tt10293938,1,tt19879648,1,tt29730749,5,tt12626014,4,tt4320258,4,tt4320258,1,tt4320258,1
2021-08-08_Serbia_Films,2021-08-08,Serbia,Films,tt12929990,2,tt12808182,2,tt1893273,3,tt6402468,3,tt5113040,1,,,tt8561200,1,,,tt6343314,1,tt6232802,1
2021-08-08_Serbia_TV,2021-08-08,Serbia,TV,tt10293938,2,tt10293938,2,tt38960977,4,tt38960977,3,tt38960977,3,tt10839422,6,tt38960977,2,tt27043648,4,tt19879648,1,tt14992232,1
2021-08-08_Singapore_Films,2021-08-08,Singapore,Films,tt0425061,1,tt1025100,1,tt0781434,1,,,tt8561200,1,tt1727824,1,tt12808182,2,tt6402468,3,,,tt12074050,2
2021-08-08_Singapore_TV,2021-08-08,Singapore,TV,tt38960977,4,tt38960977,4,tt38960977,3,tt8160178,2,tt33290268,1,tt13814840,6,tt11769304,6,tt14518284,5,tt2741602,2,tt10293938,1
2021-08-08_Slovakia_Films,2021-08-08,Slovakia,Films,tt12929990,2,tt5113040,1,tt12808182,2,tt1893273,3,tt6402468,3,tt8561200,1,tt14366176,1,tt6343314,1,tt6232802,1,tt8695030,1
2021-08-08_Slovakia_TV,2021-08-08,Slovakia,TV,tt10293938,2,tt10293938,2,tt38960977,4,tt38960977,3,tt38960977,2,tt14902484,3,tt19879648,1,tt10839422,6,tt38960977,1,tt11704040,2
2021-08-08_Slovenia_Films,2021-08-08,Slovenia,Films,tt12929990,2,,,tt5113040,1,tt12808182,2,tt8561200,1,tt8695030,1,tt6343314,1,tt1893273,3,tt0360486,1,tt6232802,1
2021-08-08_Slovenia_TV,2021-08-08,Slovenia,TV,tt10293938,2,tt10293938,2,tt38960977,4,tt38960977,4,tt38960977,3,tt10839422,6,tt38960977,3,tt14992232,1,tt27043648,4,tt15049206,1
2021-08-08_South_Africa_Films,2021-08-08,South_Africa,Films,tt12929990,2,tt3104988,2,tt32281083,1,tt14366176,1,tt0425123,1,tt32011901,1,tt0367479,1,tt1001508,1,tt8561200,1,tt12808182,2
2021-08-08_South_Africa_TV,2021-08-08,South_Africa,TV,tt10293938,2,tt38960977,4,tt38960977,4,tt1442437,1,tt10293938,2,tt19879648,1,tt8893550,1,,,tt15049206,1,tt2372162,2
2021-08-08_South_Korea_Films,2021-08-08,South_Korea,Films,,,,,tt6402468,3,tt10675724,1,tt12808182,1,tt30840535,1,tt3874544,4,tt14599938,3,tt5220122,1,tt1179933,1
2021-08-08_South_Korea_TV,2021-08-08,South_Korea,TV,tt11769304,6,,,tt13814840,6,tt14518284,6,tt14169816,5,tt11769304,6,tt33290268,1,tt8160178,2,tt28325404,1,tt32270188,3
2021-08-08_Spain_Films,2021-08-08,Spain,Films,tt12929990,2,tt12808182,2,tt8561200,1,,,tt6402468,3,tt6232802,1,tt3874544,2,tt1856101,1,tt1893273,3,tt0117381,1
2021-08-08_Spain_TV,2021-08-08,Spain,TV,tt10293938,2,tt14417802,2,tt8690776,3,tt10293938,1,tt38960977,4,,,tt10839422,6,tt9077530,5,tt38960977,3,tt32375039,6
2021-08-08_Sri_Lanka_Films,2021-08-08,Sri_Lanka,Films,tt0781434,1,tt12074050,2,tt12929990,2,tt1025100,1,tt12808182,2,tt6402468,3,tt8561200,1,tt1893273,3,,,tt11027830,6
2021-08-08_Sri_Lanka_TV,2021-08-08,Sri_Lanka,TV,tt38960977,4,tt38960977,4,tt38960977,3,tt10293938,2,tt2741602,3,tt27043648,4,tt10293938,1,tt33290268,1,tt10839422,6,tt19879648,1
2021-08-08_Sweden_Films,2021-08-08,Sweden,Films,tt6902332,1,tt12929990,2,tt8561200,1,tt12808182,2,tt14366176,1,,,tt6232802,1,tt6402468,3,tt1535108,1,tt0195685,1
2021-08-08_Sweden_TV,2021-08-08,Sweden,TV,tt10293938,2,tt38960977,4,tt10293938,2,tt2661044,1,tt38960977,3,tt38960977,2,tt19879648,1,tt9077530,5,tt15049206,1,tt14992232,1
2021-08-08_Switzerland_Films,2021-08-08,Switzerland,Films,tt12808182,2,tt12929990,2,,,tt15036416,1,tt8561200,1,tt5563334,1,tt6402468,3,tt6343314,1,tt0469641,1,tt14366176,1
2021-08-08_Switzerland_TV,2021-08-08,Switzerland,TV,tt10293938,2,tt2741602,3,tt10293938,1,tt38960977,4,tt38960977,3,tt7817340,6,tt19879648,1,tt9184994,2,tt9077530,5,tt14992232,1
2021-08-08_Taiwan_Films,2021-08-08,Taiwan,Films,,,,,tt6402468,3,,,tt12808182,2,tt2011076,1,tt10675724,1,,,tt8561200,1,tt2592614,1
2021-08-08_Taiwan_TV,2021-08-08,Taiwan,TV,tt27162003,1,tt11769304,6,tt14518284,5,tt13814840,3,tt14376958,6,tt11769304,6,tt8160178,2,tt38960977,4,tt13433812,6,tt38960977,3
2021-08-08_Thailand_Films,2021-08-08,Thailand,Films,tt7576076,2,,,tt12808182,2,tt1025100,1,tt6402468,3,tt8561200,1,tt18264750,1,tt10675724,1,tt14366176,1,,
2021-08-08_Thailand_TV,2021-08-08,Thailand,TV,tt14518284,6,tt10666992,4,tt33290268,1,tt8160178,2,tt13433812,6,tt38960977,4,tt16077338,5,tt38960977,4,tt38960977,3,tt13273826,1
2021-08-08_Trinidad_and_Tobago_Films,2021-08-08,Trinidad_and_Tobago,Films,tt12929990,2,tt2334879,1,tt12808182,2,tt32596875,2,tt8561200,1,tt2101341,1,,,tt14366176,1,tt5691024,1,tt1592525,1
2021-08-08_Trinidad_and_Tobago_TV,2021-08-08,Trinidad_and_Tobago,TV,tt10293938,2,tt19879648,1,tt10293938,2,tt22541836,2,tt22541836,1,tt11704040,2,,,tt27043648,4,,,tt14417802,1
2021-08-08_Turkey_Films,2021-08-08,Turkey,Films,tt17528598,1,tt12808182,2,tt0448115,1,,,tt8561200,1,tt6402468,3,tt10675724,1,,,tt0408839,1,tt1718739,3
2021-08-08_Turkey_TV,2021-08-08,Turkey,TV,tt10293938,2,tt11937662,1,tt10839422,6,tt10293938,1,tt19879648,1,tt9184994,2,tt12626014,4,tt4052886,6,tt27097227,6,tt14992232,1
2021-08-08_Ukraine_Films,2021-08-08,Ukraine,Films,tt12808182,2,tt12929990,2,tt6402468,3,tt8561200,1,tt14366176,1,,,tt5562070,6,tt1893273,2,tt0134119,5,tt6232802,1
2021-08-08_Ukraine_TV,2021-08-08,Ukraine,TV,tt10293938,2,tt38960977,4,tt10293938,2,tt19879648,1,tt10839422,6,tt38960977,3,tt38960977,3,tt38960977,2,tt6468322,1,tt2531336,6
2021-08-08_United_Arab_Emirates_Films,2021-08-08,United_Arab_Emirates,Films,tt0781434,1,tt12074050,2,tt12808182,2,tt8561200,1,tt1025100,3,tt6402468,3,tt0145681,1,tt6232802,1,,,tt14366176,1
2021-08-08_United_Arab_Emirates_TV,2021-08-08,United_Arab_Emirates,TV,tt38960977,4,tt38960977,4,tt10293938,2,tt33290268,1,tt19879648,1,tt10293938,1,,,tt10839422,6,tt8893550,1,tt14518284,1
2021-08-08_United_Kingdom_Films,2021-08-08,United_Kingdom,Films,tt8561200,1,tt5965816,1,tt32011901,1,tt1386697,3,tt12929990,2,tt0469641,1,tt32813390,1,tt0970452,1,tt14366176,1,tt2140479,2
2021-08-08_United_Kingdom_TV,2021-08-08,United_Kingdom,TV,tt10293938,2,tt10293938,2,tt15049206,1,tt9077530,5,tt10839422,6,tt8893550,1,tt11704040,2,tt19879648,1,tt22040380,1,tt8467618,2
2021-08-08_United_States_Films,2021-08-08,United_States,Films,tt1626248,2,tt14366176,1,tt3746918,1,tt8561200,1,tt12929990,2,tt6472976,1,tt0110443,1,,,tt5125894,1,tt12808182,1
2021-08-08_United_States_TV,2021-08-08,United_States,TV,tt10293938,2,tt7414406,2,tt10293938,2,tt15049206,1,,,tt7414406,2,tt1520211,2,tt19879648,1,tt3107288,2,tt9077530,5
2021-08-08_Uruguay_Films,2021-08-08,Uruguay,Films,tt8561200,1,tt12808182,2,tt12929990,2,tt10675724,1,tt14366176,1,tt2101341,1,tt5220122,1,tt11697484,1,tt0067402,1,tt32596875,2
2021-08-08_Uruguay_TV,2021-08-08,Uruguay,TV,tt14417802,2,tt10293938,2,tt12626014,5,tt22541836,1,tt19879648,1,tt8690776,3,tt11937662,1,tt32375039,6,tt0289649,3,tt10293938,1
2021-08-08_Venezuela_Films,2021-08-08,Venezuela,Films,tt12929990,2,tt12808182,2,tt8561200,1,tt14366176,1,tt6402468,3,tt10675724,1,tt2101341,1,tt11697484,1,tt1893273,3,,
2021-08-08_Venezuela_TV,2021-08-08,Venezuela,TV,tt14417802,2,tt11937662,1,,,tt32375039,6,tt5676412,6,tt0233127,6,tt5676412,2,tt12626014,5,tt10293938,1,tt10367818,1
2021-08-08_Vietnam_Films,2021-08-08,Vietnam,Films,tt6402468,3,tt1025100,1,tt6189022,1,,,tt12808182,2,tt2592614,1,tt3331846,1,tt6806448,5,,,,
2021-08-08_Vietnam_TV,2021-08-08,Vietnam,TV,tt8523042,3,tt11747882,1,tt11769304,6,tt13433812,6,tt14518284,6,tt10850932,6,tt7622902,5,tt11769304,6,tt5182866,6,tt38960977,4
2021-08-15_Argentina_Films,2021-08-15,Argentina,Films,tt12783454,1,tt5220122,2,tt14366176,2,tt10230994,1,tt8561200,2,tt10675724,2,tt0089108,1,tt2101341,2,tt1692190,1,tt0067402,1
2021-08-15_Argentina_TV,2021-08-15,Argentina,TV,tt37150947,1,tt14417802,3,tt19879648,2,tt0289649,4,tt32375039,7,tt0387763,7,tt12626014,6,tt0233127,6,tt11937662,2,tt35136694,1
2021-08-15_Australia_Films,2021-08-15,Australia,Films,tt12783454,1,tt14366176,2,tt5503686,1,tt10230994,1,tt9636734,1,tt8561200,2,tt1341188,1,tt7286456,2,tt0770828,2,tt6803212,1
2021-08-15_Australia_TV,2021-08-15,Australia,TV,tt10293938,3,tt19879648,2,tt10293938,3,tt38317156,4,tt2861424,7,tt15049206,2,tt8893550,2,tt9077530,6,tt14992232,2,tt11230898,1
2021-08-15_Austria_Films,2021-08-15,Austria,Films,tt12783454,1,tt7713068,1,tt15036416,2,tt4916630,1,tt10230994,1,tt14366176,1,tt5563334,2,tt12929990,3,tt3799232,1,tt9784456,1
2021-08-15_Austria_TV,2021-08-15,Austria,TV,tt10293938,3,tt2741602,4,tt10293938,3,tt38960977,5,tt19879648,1,tt38960977,3,tt9184994,3,tt2741602,4,tt12502782,1,tt7817340,7
2021-08-15_Bahamas_Films,2021-08-15,Bahamas,Films,tt12783454,1,tt10230994,1,tt5220122,1,tt14366176,2,tt2101341,2,tt12929990,3,tt10675724,1,tt8561200,2,tt32596875,3,tt1308729,1
2021-08-15_Bahamas_TV,2021-08-15,Bahamas,TV,tt35136694,2,tt19879648,2,tt10293938,3,tt10293938,3,tt22541836,3,tt15049206,2,tt12502782,1,tt22541836,2,tt12427840,4,,
2021-08-15_Bahrain_Films,2021-08-15,Bahrain,Films,tt12783454,1,tt12074050,3,tt14366176,2,tt8561200,2,tt10230994,1,tt10675724,1,tt0781434,2,tt1025100,4,tt6402468,4,tt12808182,3
2021-08-15_Bahrain_TV,2021-08-15,Bahrain,TV,tt38960977,5,tt10183912,1,tt38960977,5,tt19879648,2,tt10293938,3,tt10293938,2,tt4320258,2,tt4320258,5,tt4320258,6,tt4320258,5
2021-08-15_Bangladesh_Films,2021-08-15,Bangladesh,Films,tt12783454,1,tt6806448,1,tt12074050,3,tt0781434,2,tt2112124,1,tt11027830,7,tt14366176,1,tt3799232,1,tt8561200,2,tt9784456,1
2021-08-15_Bangladesh_TV,2021-08-15,Bangladesh,TV,tt38960977,5,tt38960977,4,tt38960977,5,tt19879648,1,tt6468322,6,tt27043648,5,tt10839422,7,tt14518284,6,tt13433812,7,tt32270287,3
2021-08-15_Belgium_Films,2021-08-15,Belgium,Films,tt12783454,1,tt14366176,2,tt6617618,1,tt8561200,2,tt10230994,1,tt12808182,3,tt12929990,3,tt3799232,1,tt9784456,1,tt0969652,1
2021-08-15_Belgium_TV,2021-08-15,Belgium,TV,tt10293938,3,tt19879648,2,tt10293938,3,tt12626014,6,tt10839422,7,tt14252964,1,tt9077530,6,tt9165438,1,tt14992232,2,tt27043648,5
2021-08-15_Bolivia_Films,2021-08-15,Bolivia,Films,tt12783454,1,tt5220122,2,tt14366176,2,tt10230994,1,tt10675724,2,tt2101341,1,tt1692190,1,tt8561200,2,tt3799232,1,tt9784456,1
2021-08-15_Bolivia_TV,2021-08-15,Bolivia,TV,tt0233127,7,tt14417802,3,tt32375039,7,tt11937662,2,tt0387763,7,,,tt3904068,7,tt3904068,6,tt10183912,1,tt1704637,7
2021-08-15_Brazil_Films,2021-08-15,Brazil,Films,tt12783454,1,tt5220122,2,tt14366176,2,tt1230168,2,tt2101341,2,tt10230994,1,tt10675724,2,tt8561200,2,tt12929990,3,tt12808182,3
2021-08-15_Brazil_TV,2021-08-15,Brazil,TV,tt33374179,6,tt35136694,1,tt2734004,7,tt10293938,3,tt8430062,7,tt11937662,2,tt22541836,3,tt19879648,1,tt10293938,2,tt22541836,2
2021-08-15_Bulgaria_Films,2021-08-15,Bulgaria,Films,tt12783454,1,tt6617618,1,tt5113040,2,tt14366176,1,tt12929990,3,tt10230994,1,,,tt8561200,1,tt7713068,4,tt3799232,1
2021-08-15_Bulgaria_TV,2021-08-15,Bulgaria,TV,tt10293938,3,tt38960977,5,tt10293938,3,tt38960977,4,tt38960977,4,tt19879648,1,tt38960977,3,tt12502782,1,tt10839422,7,tt27043648,5
2021-08-15_Canada_Films,2021-08-15,Canada,Films,tt12783454,1,tt22170214,2,tt14366176,2,tt10230994,1,tt18071320,2,tt11083552,4,tt1626248,3,tt8561200,2,,,tt34799480,3
