,week,country,category,at_rank1,cumulative_weeks_in_top_10_1,at_rank2,cumulative_weeks_in_top_10_2,at_rank3,cumulative_weeks_in_top_10_3,at_rank4,cumulative_weeks_in_top_10_4,at_rank5,cumulative_weeks_in_top_10_5,at_rank6,cumulative_weeks_in_top_10_6,at_rank7,cumulative_weeks_in_top_10_7,at_rank8,cumulative_weeks_in_top_10_8,at_rank9,cumulative_weeks_in_top_10_9,at_rank10,cumulative_weeks_in_top_10_10
2022-05-22_Qatar_Films,2022-05-22,Qatar,Films,tt17050828,2,tt15294758,1,,,tt5301942,1,tt15215512,1,tt10083340,4,tt6587640,1,,,tt6107548,1,tt10607266,3
2022-05-22_Qatar_TV,2022-05-22,Qatar,TV,tt13833978,2,tt13457822,3,tt3111196,4,tt11937816,1,tt13660962,1,tt5071412,7,tt19361940,1,tt14460684,3,tt30145363,11,tt8740790,9
2022-05-22_Romania_Films,2022-05-22,Romania,Films,tt15215512,1,tt17050828,2,tt32843608,1,tt37899002,1,tt5801856,1,tt12431066,2,tt10323676,1,tt11083552,4,tt9214832,1,tt10607266,3
2022-05-22_Romania_TV,2022-05-22,Romania,TV,tt13833978,2,tt38960977,7,tt38960977,6,tt38960977,6,tt38960977,5,tt11937816,1,tt5705956,3,tt8417308,3,tt8417308,2,tt2372220,3
2022-05-22_Russia_Films,2022-05-22,Russia,Films,,,,,,,,,,,,,,,,,,,,
2022-05-22_Russia_TV,2022-05-22,Russia,TV,,,,,,,,,,,,,,,,,,,,
2022-05-22_R̩union_Films,2022-05-22,R̩union,Films,tt17050828,2,tt15215512,1,tt0421206,1,,,tt10607266,3,tt12431066,2,,,tt15432804,1,tt17528598,4,tt9075644,1
2022-05-22_R̩union_TV,2022-05-22,R̩union,TV,tt13833978,2,tt11937816,1,tt13457822,3,tt19671142,2,tt13980362,1,tt15373864,2,tt18974572,5,tt11937816,1,tt19361940,1,tt11937816,1
2022-05-22_Saudi_Arabia_Films,2022-05-22,Saudi_Arabia,Films,tt17050828,2,tt15294758,1,tt10083340,4,tt13043436,3,tt10607266,3,tt15215512,1,tt12996154,4,tt12431066,1,tt6587640,1,tt6320628,4
2022-05-22_Saudi_Arabia_TV,2022-05-22,Saudi_Arabia,TV,tt13833978,2,tt13457822,2,tt34720736,6,tt3111196,5,tt14460684,3,tt5071412,8,tt30145363,12,tt11937816,1,tt18974572,4,tt8740790,9
2022-05-22_Serbia_Films,2022-05-22,Serbia,Films,tt17050828,2,tt15215512,1,tt12431066,2,tt37899002,1,tt32843608,1,tt10607266,3,tt1579257,2,tt9214832,1,tt12996154,4,tt15432804,1
2022-05-22_Serbia_TV,2022-05-22,Serbia,TV,tt13833978,2,tt11937816,1,tt13457822,3,tt5071412,8,tt9561862,1,tt3032476,4,tt5705956,3,tt8740790,9,tt11937816,1,tt8417308,2
2022-05-22_Singapore_Films,2022-05-22,Singapore,Films,tt17050828,2,tt6924650,3,tt19768508,1,tt10083340,4,tt3588588,1,tt15215512,1,,,tt1579257,2,,,tt6587640,1
2022-05-22_Singapore_TV,2022-05-22,Singapore,TV,tt13660962,2,tt14950036,4,tt3111196,7,tt13833978,1,tt19115260,5,,,tt30145363,12,tt34720736,6,tt9561862,1,tt13706018,1
2022-05-22_Slovakia_Films,2022-05-22,Slovakia,Films,tt17050828,2,tt15215512,1,tt37899002,1,tt10607266,3,,,tt15432804,1,tt8746404,3,tt1579257,2,tt32843608,1,,
2022-05-22_Slovakia_TV,2022-05-22,Slovakia,TV,tt13833978,2,tt13457822,3,tt9561862,1,tt5071412,7,tt11937816,1,tt12304420,2,tt15527326,5,tt8740790,9,tt5705956,3,tt7750622,1
2022-05-22_Slovenia_Films,2022-05-22,Slovenia,Films,tt17050828,2,tt15215512,1,tt32843608,1,tt37899002,1,,,tt1579257,2,tt12431066,2,tt10607266,3,tt9214832,1,tt12996154,4
2022-05-22_Slovenia_TV,2022-05-22,Slovenia,TV,tt13833978,2,tt13457822,2,tt11937816,1,tt5071412,7,tt7750622,2,tt9561862,1,tt6143796,2,tt3032476,2,tt38960977,10,tt8740790,9
2022-05-22_South_Africa_Films,2022-05-22,South_Africa,Films,tt17050828,2,tt15215512,1,tt15294758,1,tt32843608,1,tt1579257,2,tt5143830,1,,,tt26343747,1,tt37899002,1,tt7967954,1
2022-05-22_South_Africa_TV,2022-05-22,South_Africa,TV,tt13833978,2,tt19671142,2,tt5071412,7,tt13660962,2,tt7750622,1,tt13457822,2,tt33098081,3,tt19361940,1,tt6143796,2,tt11937816,1
2022-05-22_South_Korea_Films,2022-05-22,South_Korea,Films,tt19768508,1,tt17050828,2,tt12663250,7,tt7097896,4,tt14494646,1,tt10607266,2,tt15091496,2,tt37899002,1,tt15215512,1,tt12996154,4
2022-05-22_South_Korea_TV,2022-05-22,South_Korea,TV,tt19115260,6,,,,,tt3111196,7,tt35007051,2,tt39427968,5,tt31956936,17,tt14460684,3,,,tt17513352,14
2022-05-22_Spain_Films,2022-05-22,Spain,Films,tt12431066,2,tt17050828,2,tt15215512,1,tt37899002,1,,,tt10607266,3,tt12991844,2,tt9075644,1,tt15432804,1,tt16317682,1
2022-05-22_Spain_TV,2022-05-22,Spain,TV,tt13833978,2,tt13457822,3,tt13980362,1,tt14471346,21,tt11937816,1,tt8560918,27,tt5071412,7,tt18974572,5,tt8560918,26,tt8740790,9
2022-05-22_Sri_Lanka_Films,2022-05-22,Sri_Lanka,Films,tt17050828,2,,,tt15215512,1,tt5301942,1,,,tt10083340,4,tt9214832,1,tt37899002,1,tt12431066,1,tt6587640,1
2022-05-22_Sri_Lanka_TV,2022-05-22,Sri_Lanka,TV,tt13833978,2,tt3111196,3,tt30145363,11,tt8740790,9,tt14460684,3,tt5071412,8,tt11937816,1,tt9561862,1,tt13660962,1,tt13457822,2
2022-05-22_Sweden_Films,2022-05-22,Sweden,Films,tt17050828,2,tt15215512,1,tt37899002,1,,,tt1579257,2,tt0108238,1,tt10607266,3,tt8746404,2,tt12431066,2,tt13666840,2
2022-05-22_Sweden_TV,2022-05-22,Sweden,TV,tt12304420,3,tt13833978,2,tt5071412,9,tt3032476,4,tt11904786,1,tt6143796,2,tt13660962,1,tt4179452,4,tt8740790,9,tt9561862,1
2022-05-22_Switzerland_Films,2022-05-22,Switzerland,Films,tt17050828,2,tt15215512,1,tt10607266,3,tt37899002,1,tt12431066,2,,,tt1579257,2,tt15432804,1,tt13666840,3,tt12996154,4
2022-05-22_Switzerland_TV,2022-05-22,Switzerland,TV,tt13833978,2,tt11937816,1,tt13457822,3,tt6143796,2,tt5071412,7,tt18974572,5,tt9561862,1,tt3032476,2,tt38960977,11,tt11937816,1
2022-05-22_Taiwan_Films,2022-05-22,Taiwan,Films,tt10083340,3,tt17050828,2,tt19768508,1,tt15215512,1,tt37899002,1,tt9214832,1,tt10342730,1,tt1579257,2,tt10607266,2,,
2022-05-22_Taiwan_TV,2022-05-22,Taiwan,TV,tt14950036,4,,,tt19115260,6,tt3111196,7,tt19655892,2,,,tt11279454,3,tt17513352,14,tt30145363,12,tt13706018,3
2022-05-22_Thailand_Films,2022-05-22,Thailand,Films,tt10083340,3,tt17050828,2,tt22732474,2,tt15215512,1,tt10607266,3,tt6587640,1,,,tt1663662,3,tt16806838,6,tt10342730,1
2022-05-22_Thailand_TV,2022-05-22,Thailand,TV,,,,,tt3111196,7,tt13833978,1,tt12805786,1,tt14460684,3,tt17513352,13,tt21802396,3,tt19115260,4,tt30145363,12
2022-05-22_Trinidad_and_Tobago_Films,2022-05-22,Trinidad_and_Tobago,Films,tt15215512,1,tt17050828,2,tt1046173,1,tt8623904,1,tt12431066,2,tt1657510,2,tt15432804,1,tt3794354,3,tt37899002,1,,
2022-05-22_Trinidad_and_Tobago_TV,2022-05-22,Trinidad_and_Tobago,TV,tt13833978,2,tt11937816,1,tt19671142,2,tt13980362,1,tt5071412,7,tt19361940,1,tt11937816,1,tt13457822,3,tt7750622,2,tt13660962,2
2022-05-22_Turkey_Films,2022-05-22,Turkey,Films,tt15294758,1,tt12738164,3,tt17050828,2,tt15215512,1,tt1569364,1,tt37899002,1,tt12431066,2,tt14474588,1,tt12996154,4,tt10607266,3
2022-05-22_Turkey_TV,2022-05-22,Turkey,TV,,,tt13457822,3,tt13833978,2,tt13317454,5,tt11937816,1,tt9561862,1,tt12304420,2,tt19361940,1,tt18974572,5,tt11937816,1
2022-05-22_Ukraine_Films,2022-05-22,Ukraine,Films,tt15215512,1,tt17050828,2,tt2463208,11,tt7991608,28,tt8313270,3,tt39388921,2,tt29464904,2,tt37899002,1,tt1579257,2,tt13024674,21
2022-05-22_Ukraine_TV,2022-05-22,Ukraine,TV,tt9561862,1,tt13833978,1,tt8740790,9,tt5071412,9,tt6235122,7,tt8740976,15,tt6235122,1,tt8740790,9,tt5071412,10,tt12748084,6
2022-05-22_United_Arab_Emirates_Films,2022-05-22,United_Arab_Emirates,Films,tt17050828,2,,,tt15294758,1,tt5301942,1,tt15215512,1,tt10083340,4,tt6587640,1,tt6107548,1,tt9308382,1,,
2022-05-22_United_Arab_Emirates_TV,2022-05-22,United_Arab_Emirates,TV,tt13833978,2,tt13457822,2,tt13660962,2,tt5071412,7,tt11937816,1,tt3111196,2,tt19361940,1,tt14460684,3,tt8740790,9,tt30145363,11
2022-05-22_United_Kingdom_Films,2022-05-22,United_Kingdom,Films,tt17050828,2,tt5563334,1,,,tt1579257,2,tt0407887,1,tt15215512,1,tt2076822,1,,,tt7149730,1,tt0970411,1
2022-05-22_United_Kingdom_TV,2022-05-22,United_Kingdom,TV,tt13833978,2,,,tt5071412,10,tt6143796,2,tt13660962,1,tt3032476,4,tt10638036,5,tt7750622,1,tt11324406,1,tt8740790,9
2022-05-22_United_States_Films,2022-05-22,United_States,Films,tt17050828,2,tt15215512,1,tt1579257,2,tt11851950,1,,,tt1879016,2,tt8746404,2,tt6114094,3,tt36244068,4,tt0116483,3
2022-05-22_United_States_TV,2022-05-22,United_States,TV,tt13833978,2,tt5071412,11,tt7750622,3,tt11937816,1,tt13660962,2,tt19361940,1,tt6143796,2,tt3006802,2,tt11904786,1,tt13980362,1
2022-05-22_Uruguay_Films,2022-05-22,Uruguay,Films,tt12856788,1,tt17050828,2,tt12431066,2,tt37899002,1,tt15215512,1,tt3794354,4,tt19731714,1,tt15432804,1,tt10607266,3,tt1879016,2
2022-05-22_Uruguay_TV,2022-05-22,Uruguay,TV,tt11937816,1,tt13833978,2,tt13980362,1,tt18974572,5,tt5820976,3,tt13457822,3,tt14471346,21,tt15090462,2,tt0283770,7,tt8560918,27
2022-05-22_Venezuela_Films,2022-05-22,Venezuela,Films,tt12856788,1,tt17050828,2,tt15215512,1,tt12431066,2,tt37899002,1,tt3794354,3,tt15432804,1,tt10083340,1,tt12996154,4,tt10607266,3
2022-05-22_Venezuela_TV,2022-05-22,Venezuela,TV,tt11937816,1,tt18974572,5,tt14471346,21,tt13833978,2,tt0283770,7,tt13457822,3,tt0233127,47,,,tt13980362,1,tt8598690,8
2022-05-22_Vietnam_Films,2022-05-22,Vietnam,Films,tt17050828,2,tt19768508,1,tt3758814,2,tt6924650,2,tt10342730,1,tt36314971,3,tt9214832,1,tt15215512,1,tt1663662,3,tt12996154,4
2022-05-22_Vietnam_TV,2022-05-22,Vietnam,TV,,,tt19115260,6,tt14950036,2,tt3111196,7,tt9561862,1,tt34720736,6,tt13833978,1,tt30145363,12,tt13706018,3,tt17513352,14
2022-05-29_Argentina_Films,2022-05-29,Argentina,Films,tt12856788,2,tt15215512,2,tt15432804,2,,,tt19731714,2,tt37899002,2,tt17050828,3,,,tt3794354,5,tt8976696,1
2022-05-29_Argentina_TV,2022-05-29,Argentina,TV,tt4574334,1,tt13980362,2,tt11937816,2,tt13833978,3,tt14471346,22,tt18974572,6,tt4574334,1,tt0283770,8,tt5820976,4,tt0387763,47
2022-05-29_Australia_Films,2022-05-29,Australia,Films,tt15215512,2,,,tt0918940,1,tt17050828,3,,,tt7040874,1,tt1490017,1,,,tt1340138,2,tt37899002,1
2022-05-29_Australia_TV,2022-05-29,Australia,TV,tt4574334,1,tt13833978,3,tt5071412,11,tt4574334,1,tt11904786,2,,,tt13980362,1,tt4574334,1,tt19361940,2,tt4574334,1
2022-05-29_Austria_Films,2022-05-29,Austria,Films,tt15215512,2,tt17050828,3,,,tt15432804,2,tt37899002,2,tt5097012,1,tt10607266,4,tt12431066,3,,,tt1579257,3
2022-05-29_Austria_TV,2022-05-29,Austria,TV,tt4574334,1,tt13833978,3,tt11937816,2,tt4574334,1,tt38960977,10,tt13457822,4,tt11937816,1,tt9561862,2,tt3032476,3,tt4574334,1
2022-05-29_Bahamas_Films,2022-05-29,Bahamas,Films,tt15215512,2,,,,,tt15432804,2,tt17050828,3,tt37899002,2,tt10607266,4,tt8623904,2,tt5143830,1,tt38265401,1
2022-05-29_Bahamas_TV,2022-05-29,Bahamas,TV,tt4574334,1,tt13980362,2,tt13833978,3,tt11937816,2,tt4574334,1,tt19361940,2,tt19671142,3,tt11937816,2,tt4574334,1,tt0206512,27
2022-05-29_Bahrain_Films,2022-05-29,Bahrain,Films,,,tt3393786,1,tt5301942,2,tt13623916,1,tt17050828,3,tt15215512,2,tt10083340,5,tt15294758,2,tt37899002,1,tt6587640,2
2022-05-29_Bahrain_TV,2022-05-29,Bahrain,TV,tt4574334,1,tt13833978,3,tt13980362,1,tt4574334,1,tt19361940,2,tt11937816,2,tt4574334,1,tt4574334,1,tt3111196,3,tt5071412,8
2022-05-29_Bangladesh_Films,2022-05-29,Bangladesh,Films,,,tt5301942,2,tt13623916,1,,,tt10083340,5,,,tt15215512,1,tt7126948,3,tt32843608,2,tt15294758,2
2022-05-29_Bangladesh_TV,2022-05-29,Bangladesh,TV,tt4574334,1,tt13833978,3,tt9561862,2,tt4574334,1,tt30145363,13,tt3111196,4,tt3032476,4,tt9561862,1,tt14169960,18,tt4574334,1
2022-05-29_Belgium_Films,2022-05-29,Belgium,Films,tt15215512,2,tt17050828,3,,,tt15432804,2,tt37899002,2,tt10607266,4,tt6146586,2,tt7349662,1,tt35214237,1,,
2022-05-29_Belgium_TV,2022-05-29,Belgium,TV,tt4574334,1,tt13833978,3,tt13980362,2,tt11937816,2,tt4574334,1,tt13457822,4,tt13614172,3,tt4574334,1,tt5071412,8,tt11937816,1
2022-05-29_Bolivia_Films,2022-05-29,Bolivia,Films,tt17050828,3,tt15215512,2,tt15432804,2,tt12856788,2,tt3794354,5,tt5143830,2,,,,,tt1046173,2,,
2022-05-29_Bolivia_TV,2022-05-29,Bolivia,TV,tt4574334,1,tt0233127,48,tt0283770,8,tt13980362,1,tt4574334,1,tt30145363,7,tt11937816,2,tt0387763,48,,,tt5676412,6
2022-05-29_Brazil_Films,2022-05-29,Brazil,Films,tt15215512,2,tt12856788,2,tt3794354,3,tt15432804,1,tt17050828,3,,,tt37899002,2,,,tt0790724,1,tt1046173,2
2022-05-29_Brazil_TV,2022-05-29,Brazil,TV,tt4574334,1,tt13980362,2,tt4574334,1,tt11937816,2,tt13833978,3,tt2734004,40,tt11737520,1,tt14894330,3,tt4574334,1,tt4574334,1
2022-05-29_Bulgaria_Films,2022-05-29,Bulgaria,Films,tt17050828,3,tt15215512,2,tt37899002,2,,,tt15432804,1,tt38639837,1,tt12996154,5,tt32843608,2,tt5143830,1,tt9075644,1
2022-05-29_Bulgaria_TV,2022-05-29,Bulgaria,TV,tt4574334,1,tt13833978,3,tt9561862,2,tt4574334,1,tt4574334,1,tt4574334,1,tt3032476,6,,,tt13457822,3,,
2022-05-29_Canada_Films,2022-05-29,Canada,Films,tt15215512,2,,,tt3794354,3,tt17050828,3,,,tt37899002,2,,,tt15432804,1,tt1579257,3,tt1879016,3
2022-05-29_Canada_TV,2022-05-29,Canada,TV,tt4574334,1,tt13833978,3,tt13980362,1,tt5071412,12,tt4574334,1,tt7750622,4,tt7829834,2,tt4574334,1,tt11904786,2,tt19361940,1
2022-05-29_Chile_Films,2022-05-29,Chile,Films,tt12856788,2,tt15215512,2,tt17050828,3,,,tt15432804,2,tt3794354,5,,,tt37899002,2,,,tt5143830,1
2022-05-29_Chile_TV,2022-05-29,Chile,TV,tt4574334,1,tt13980362,2,tt15090462,3,tt0233127,48,tt11937816,2,tt0283770,8,tt4574334,1,tt14471346,22,tt18974572,6,tt4574334,1
2022-05-29_Colombia_Films,2022-05-29,Colombia,Films,tt12856788,2,tt15215512,2,tt15432804,2,tt17050828,3,,,tt3794354,4,,,tt37899002,2,,,tt1046173,1
2022-05-29_Colombia_TV,2022-05-29,Colombia,TV,tt4574334,1,tt11937816,2,tt0233127,48,tt13980362,1,tt18974572,6,,,tt4574334,1,tt0283770,8,tt5676412,9,,
2022-05-29_Costa_Rica_Films,2022-05-29,Costa_Rica,Films,tt15215512,2,tt12856788,2,tt15432804,2,tt17050828,3,tt3794354,5,tt37899002,2,,,,,tt5143830,1,tt12431066,3
2022-05-29_Costa_Rica_TV,2022-05-29,Costa_Rica,TV,tt4574334,1,tt0283770,9,tt0233127,48,tt13980362,1,tt11937816,2,tt18974572,6,,,tt14471346,22,tt0387763,48,tt13833978,2
2022-05-29_Croatia_Films,2022-05-29,Croatia,Films,tt15215512,2,tt17050828,3,,,tt37899002,2,tt15432804,1,tt32843608,2,tt12431066,3,tt0481499,1,tt1679335,2,tt5143830,1
2022-05-29_Croatia_TV,2022-05-29,Croatia,TV,tt4574334,1,tt13833978,3,tt11937816,2,tt13980362,1,tt4574334,1,tt19361940,1,tt5071412,8,,,tt9561862,2,tt4574334,1
2022-05-29_Cyprus_Films,2022-05-29,Cyprus,Films,tt15215512,2,tt17050828,3,tt37899002,2,tt15432804,2,,,,,tt12431066,3,tt10607266,4,,,tt9308382,2
2022-05-29_Cyprus_TV,2022-05-29,Cyprus,TV,tt4574334,1,tt13833978,3,tt13980362,2,tt11937816,2,tt19361940,2,tt4574334,1,tt32270287,6,tt32270287,12,tt11937816,1,tt13457822,4
2022-05-29_Czech_Republic_Films,2022-05-29,Czech_Republic,Films,tt19380876,2,tt15215512,2,tt17050828,3,tt15432804,2,,,tt37899002,2,,,tt5143830,1,tt8746404,3,tt10607266,4
2022-05-29_Czech_Republic_TV,2022-05-29,Czech_Republic,TV,tt4574334,1,tt13833978,3,tt4574334,1,tt19361940,2,tt13457822,4,tt9561862,2,tt4574334,1,tt4574334,1,tt15527326,7,tt13980362,1
2022-05-29_Denmark_Films,2022-05-29,Denmark,Films,tt37899002,2,,,tt15215512,2,tt33396147,1,tt17050828,3,tt0108238,2,tt1579257,3,tt10607266,4,tt5143830,1,,
2022-05-29_Denmark_TV,2022-05-29,Denmark,TV,tt4574334,1,tt13833978,3,tt2661044,2,tt4574334,1,tt13980362,1,,,tt11904786,1,tt4574334,1,tt3032476,4,tt4574334,1
2022-05-29_Dominican_Republic_Films,2022-05-29,Dominican_Republic,Films,tt15215512,2,,,tt15432804,2,tt1046173,2,tt17050828,3,,,tt0790724,1,tt3794354,5,tt37899002,2,tt5143830,1
2022-05-29_Dominican_Republic_TV,2022-05-29,Dominican_Republic,TV,tt4574334,1,tt13980362,2,tt11937816,2,tt14471346,22,tt13833978,3,,,tt0283770,7,tt0387763,48,tt4574334,1,tt11737520,1
2022-05-29_Ecuador_Films,2022-05-29,Ecuador,Films,tt15215512,2,tt15432804,2,tt12856788,2,tt17050828,3,,,,,tt3794354,5,tt1046173,2,tt37899002,2,tt5143830,1
2022-05-29_Ecuador_TV,2022-05-29,Ecuador,TV,tt4574334,1,tt0233127,48,tt0283770,8,tt13980362,1,tt11937816,2,,,tt0387763,48,tt18974572,6,tt14471346,22,tt4574334,1
2022-05-29_Egypt_Films,2022-05-29,Egypt,Films,tt13065704,1,tt13043436,4,tt15215512,2,tt3393786,1,tt17050828,3,,,tt21254796,1,tt6539420,4,,,tt13524066,7
2022-05-29_Egypt_TV,2022-05-29,Egypt,TV,tt4574334,1,tt13833978,3,tt4574334,1,tt13457822,3,tt19361940,2,tt8740790,10,tt13980362,1,tt4574334,1,tt4574334,1,tt32270287,14
2022-05-29_El_Salvador_Films,2022-05-29,El_Salvador,Films,tt15215512,2,tt12856788,2,tt15432804,2,tt17050828,3,tt3794354,5,,,tt5143830,2,tt37899002,2,,,,
2022-05-29_El_Salvador_TV,2022-05-29,El_Salvador,TV,tt4574334,1,tt0283770,9,tt0233127,48,tt13980362,1,tt11937816,2,,,tt14471346,22,tt30145363,7,tt0387763,45,tt5676412,9
2022-05-29_Estonia_Films,2022-05-29,Estonia,Films,,,tt17050828,3,tt15215512,2,tt37899002,2,tt38639837,1,tt6587640,2,tt15432804,1,tt9686708,3,tt1579257,3,tt5143830,1
2022-05-29_Estonia_TV,2022-05-29,Estonia,TV,tt4574334,1,tt13833978,3,tt4574334,1,tt38960977,8,tt38960977,6,tt9561862,2,tt38960977,7,tt3032476,6,tt7750622,4,tt4574334,1
2022-05-29_Finland_Films,2022-05-29,Finland,Films,,,tt17050828,3,tt15215512,2,tt37899002,2,tt33396147,1,tt0108238,2,,,tt15432804,1,tt1579257,3,tt8746404,3
2022-05-29_Finland_TV,2022-05-29,Finland,TV,tt4574334,1,tt13833978,3,tt13980362,1,tt3032476,6,tt19361940,2,tt4574334,1,tt5071412,9,tt11904786,1,tt12304420,4,tt9561862,2
2022-05-29_France_Films,2022-05-29,France,Films,tt15215512,2,tt10607266,4,tt8695030,1,tt17050828,3,tt15432804,1,,,tt5714320,1,tt0421206,2,tt37899002,1,tt9082020,1
2022-05-29_France_TV,2022-05-29,France,TV,tt4574334,1,tt13980362,2,tt11937816,2,tt13833978,3,tt4574334,1,tt12940732,1,tt13457822,4,tt11937816,2,tt11937816,1,tt4574334,1
2022-05-29_Germany_Films,2022-05-29,Germany,Films,tt15215512,2,tt17050828,3,,,tt15432804,2,tt10607266,4,tt5097012,1,tt37899002,2,,,,,tt9208214,1
2022-05-29_Germany_TV,2022-05-29,Germany,TV,tt4574334,1,tt13833978,3,tt11937816,2,tt4574334,1,tt38960977,10,tt13457822,4,tt11937816,1,tt9561862,2,tt3032476,4,tt4574334,1
2022-05-29_Greece_Films,2022-05-29,Greece,Films,tt15215512,2,tt37899002,2,tt17050828,3,tt15432804,2,tt12431066,3,,,tt38639837,2,tt2039338,1,tt10607266,4,tt12996154,5
2022-05-29_Greece_TV,2022-05-29,Greece,TV,tt4574334,1,tt13833978,3,tt13980362,2,tt19361940,2,tt11937816,2,tt3032476,3,tt2741602,8,tt4574334,1,tt13457822,4,tt5071412,8
2022-05-29_Guadeloupe_Films,2022-05-29,Guadeloupe,Films,tt15432804,2,tt15215512,2,tt17050828,3,tt0421206,2,tt10607266,4,tt0454987,1,tt9082020,1,tt3741700,1,tt17528598,4,tt5143830,1
2022-05-29_Guadeloupe_TV,2022-05-29,Guadeloupe,TV,tt13980362,2,tt4574334,1,tt11937816,2,tt13833978,3,tt19671142,3,tt4574334,1,tt12502782,4,tt19361940,2,tt38960977,6,tt11937816,2
2022-05-29_Guatemala_Films,2022-05-29,Guatemala,Films,tt15215512,2,tt12856788,2,tt15432804,2,tt17050828,3,tt3794354,5,,,tt37899002,2,tt5143830,2,tt1046173,1,,
2022-05-29_Guatemala_TV,2022-05-29,Guatemala,TV,tt4574334,1,tt0283770,9,tt0233127,48,tt13980362,1,tt11937816,2,,,tt14471346,22,tt0387763,48,tt18974572,6,tt4574334,1
2022-05-29_Honduras_Films,2022-05-29,Honduras,Films,tt15215512,2,tt12856788,2,tt15432804,2,tt17050828,3,tt3794354,5,,,,,tt37899002,2,tt5143830,1,tt1046173,2
2022-05-29_Honduras_TV,2022-05-29,Honduras,TV,tt4574334,1,tt0283770,9,tt0233127,48,,,tt13980362,1,tt11937816,2,tt0387763,48,tt14471346,22,tt30145363,7,tt4574334,1
2022-05-29_Hong_Kong_Films,2022-05-29,Hong_Kong,Films,tt10083340,5,,,tt19768508,2,tt15215512,2,tt17050828,3,,,tt1560220,1,tt37899002,2,,,tt1579257,3
2022-05-29_Hong_Kong_TV,2022-05-29,Hong_Kong,TV,tt4574334,1,tt14950036,5,tt3111196,8,tt19115260,7,,,tt13706018,6,tt13777028,4,tt9561862,2,tt13660962,3,tt12343534,7
2022-05-29_Hungary_Films,2022-05-29,Hungary,Films,tt15215512,2,tt17050828,3,tt15432804,2,tt37899002,2,,,tt5143830,2,tt10607266,4,tt13666840,4,tt1579257,3,tt8746404,2
2022-05-29_Hungary_TV,2022-05-29,Hungary,TV,tt4574334,1,tt13833978,3,tt4574334,1,tt13457822,4,tt9561862,2,tt4574334,1,tt4574334,1,tt38960977,7,tt19361940,1,tt12304420,3
2022-05-29_Iceland_Films,2022-05-29,Iceland,Films,,,tt17050828,3,tt15215512,2,tt37899002,2,tt1579257,3,tt15432804,1,tt0108238,3,tt0112281,2,tt39453791,2,tt5143830,1
2022-05-29_Iceland_TV,2022-05-29,Iceland,TV,tt4574334,1,tt13833978,3,tt13980362,1,tt7750622,4,tt4574334,1,tt11904786,2,,,tt5071412,8,tt4574334,1,tt7829834,1
2022-05-29_India_Films,2022-05-29,India,Films,,,tt5301942,2,tt13623916,1,,,tt10083340,5,tt15215512,1,,,,,tt32843608,2,tt15294758,2
2022-05-29_India_TV,2022-05-29,India,TV,tt4574334,1,tt13833978,3,tt4574334,1,tt4574334,1,tt14169960,18,tt4574334,1,tt30145363,12,,,tt11905720,1,tt6468322,38
2022-05-29_Indonesia_Films,2022-05-29,Indonesia,Films,tt3522806,1,,,tt17050828,3,tt7486370,1,tt15215512,2,tt1961175,2,tt10083340,4,tt19768508,2,tt5241920,1,tt2368619,1
2022-05-29_Indonesia_TV,2022-05-29,Indonesia,TV,,,tt4574334,1,tt19115260,7,tt3111196,8,tt14950036,3,,,tt30145363,13,tt13706018,3,tt17513352,15,tt4574334,1
2022-05-29_Ireland_Films,2022-05-29,Ireland,Films,tt7149730,2,tt15215512,2,tt17050828,3,,,tt0407887,3,tt5563334,2,tt37899002,1,tt1579257,3,tt1606259,3,tt0479952,1
2022-05-29_Ireland_TV,2022-05-29,Ireland,TV,tt4574334,1,tt13833978,3,tt5071412,11,tt13980362,1,tt12280186,1,,,tt4574334,1,tt3032476,4,tt19361940,2,,
2022-05-29_Israel_Films,2022-05-29,Israel,Films,tt15215512,2,tt37899002,2,tt17050828,3,,,tt15432804,1,tt3794354,7,tt10607266,4,tt9285882,1,tt7967954,2,tt12996154,4
2022-05-29_Israel_TV,2022-05-29,Israel,TV,tt4574334,1,tt12940732,2,tt13833978,3,tt13980362,2,tt19361940,2,tt11937816,2,tt4574334,1,tt5071412,8,tt2741602,6,tt13457822,4
2022-05-29_Italy_Films,2022-05-29,Italy,Films,tt15215512,2,tt37899002,2,tt9221510,1,tt15432804,2,tt17050828,3,tt1175081,1,,,,,tt12431066,3,tt16425368,1
2022-05-29_Italy_TV,2022-05-29,Italy,TV,tt4574334,1,tt13833978,3,tt22541836,2,tt20449034,2,tt13980362,1,tt11937816,2,tt1405406,3,tt1405406,4,tt22541836,1,tt4574334,1
2022-05-29_Jamaica_Films,2022-05-29,Jamaica,Films,tt15215512,2,,,tt15432804,2,tt1046173,2,tt0790724,1,tt17050828,3,,,tt3794354,5,tt38265401,1,tt37899002,1
2022-05-29_Jamaica_TV,2022-05-29,Jamaica,TV,tt13980362,2,tt4574334,1,tt13833978,3,tt4574334,1,tt19361940,2,tt11937816,2,tt19671142,3,tt11937816,2,tt12502782,3,tt4574334,1
2022-05-29_Japan_Films,2022-05-29,Japan,Films,tt9075644,1,tt17050828,3,tt6902676,1,tt7058612,1,tt3215824,2,,,tt11832046,4,tt0111161,2,,,tt15215512,1
