week,at_rank1,views_at_rank1,at_rank2,views_at_rank2,at_rank3,views_at_rank3,at_rank4,views_at_rank4,at_rank5,views_at_rank5,at_rank6,views_at_rank6,at_rank7,views_at_rank7,at_rank8,views_at_rank8,at_rank9,views_at_rank9,at_rank10,views_at_rank10
2022-10-09,tt13720112,"[59430000.0, nan, 2.0]",tt15096728,"[45840000.0, nan, 1.0]",tt0078643,"[23580000.0, nan, 5.0]",tt16442864,"[13750000.0, nan, 4.0]",tt20869502,"[12220000.0, nan, 14.0]",tt20859920,"[9780000.0, nan, 14.0]",tt15514606,"[8520000.0, nan, 7.0]",tt12590266,"[8020000.0, nan, 4.0]",tt14518692,"[7580000.0, nan, 5.0]",tt16481820,"[7100000.0, nan, 5.0]"
2022-10-02,tt11630044,"[46190000.0, nan, 2.0]",tt15223236,"[37340000.0, nan, 1.0]",tt13327038,"[15920000.0, nan, 3.0]",tt14307536,"[15670000.0, nan, 2.0]",,,tt10242388,"[8110000.0, nan, 1.0]",tt0359658,"[6700000.0, nan, 1.0]",tt0077391,"[6420000.0, nan, 1.0]",tt14439896,"[5450000.0, nan, 2.0]",tt0091005,"[5170000.0, nan, 1.0]"
2022-10-02,tt0046728,"[13600000.0, nan, 2.0]",tt21916206,"[4500000.0, nan, 2.0]",,,tt15238986,"[3920000.0, nan, 1.0]",,,tt0022211,"[2220000.0, nan, 4.0]",tt4457020,"[2210000.0, nan, 3.0]",tt14592948,"[2160000.0, nan, 6.0]",tt15494038,"[1720000.0, nan, 3.0]",,
2022-10-02,,,tt0081856,"[44610000.0, nan, 2.0]",tt8179402,"[26400000.0, nan, 3.0]",tt7221388,"[20820000.0, nan, 4.0]",tt0108800,"[14880000.0, nan, 2.0]",tt4786824,"[12090000.0, nan, 4.0]",tt4786824,"[11480000.0, nan, 3.0]",tt1460534,"[10340000.0, nan, 18.0]",tt8179402,"[9560000.0, nan, 2.0]",,
2022-10-02,tt13720112,"[47210000.0, nan, 1.0]",tt8726102,"[21230000.0, nan, 2.0]",tt16442864,"[20870000.0, nan, 3.0]",tt0078643,"[18940000.0, nan, 4.0]",tt20869502,"[13370000.0, nan, 13.0]",tt14518692,"[12080000.0, nan, 4.0]",tt12590266,"[11090000.0, nan, 3.0]",tt20859920,"[10980000.0, nan, 13.0]",tt15514606,"[10860000.0, nan, 6.0]",tt16481820,"[10200000.0, nan, 4.0]"
2022-09-25,tt13327038,"[42550000.0, nan, 2.0]",tt11630044,"[40570000.0, nan, 1.0]",tt14439896,"[13770000.0, nan, 1.0]",tt15807910,"[11630000.0, nan, 1.0]",tt14307536,"[7820000.0, nan, 1.0]",tt0996959,"[6230000.0, nan, 5.0]",,,tt0036790,"[5540000.0, nan, 3.0]",tt1245492,"[5320000.0, nan, 2.0]",tt6673612,"[5130000.0, nan, 2.0]"
2022-09-25,tt21916206,"[9380000.0, nan, 1.0]",tt0046728,"[6920000.0, nan, 1.0]",tt0022211,"[5800000.0, nan, 3.0]",tt10345782,"[4900000.0, nan, 2.0]",tt15494038,"[4730000.0, nan, 2.0]",tt11347146,"[4130000.0, nan, 2.0]",tt14592948,"[3860000.0, nan, 5.0]",tt4457020,"[3820000.0, nan, 2.0]",,,tt8983230,"[3210000.0, nan, 2.0]"
2022-09-25,,,tt8179402,"[60970000.0, nan, 2.0]",tt7221388,"[38120000.0, nan, 3.0]",tt4786824,"[25690000.0, nan, 3.0]",tt8179402,"[20250000.0, nan, 1.0]",tt0108800,"[18250000.0, nan, 1.0]",tt4786824,"[17520000.0, nan, 2.0]",tt0081856,"[12830000.0, nan, 1.0]",tt14502728,"[12760000.0, nan, 3.0]",tt21867596,"[12550000.0, nan, 2.0]"
2022-09-25,tt16442864,"[33340000.0, nan, 2.0]",tt14518692,"[27440000.0, nan, 3.0]",tt16481820,"[18020000.0, nan, 3.0]",tt20869502,"[16890000.0, nan, 12.0]",tt0078643,"[15020000.0, nan, 3.0]",tt15514606,"[14740000.0, nan, 5.0]",tt12590266,"[13760000.0, nan, 2.0]",tt8726102,"[13410000.0, nan, 1.0]",tt14278524,"[10650000.0, nan, 1.0]",tt17641200,"[10540000.0, nan, 6.0]"
2022-09-18,tt0036790,"[27190000.0, nan, 2.0]",tt13327038,"[26670000.0, nan, 1.0]",tt15463032,"[8870000.0, nan, 3.0]",tt0996959,"[7910000.0, nan, 4.0]",tt5108870,"[7530000.0, nan, 2.0]",tt15083184,"[7360000.0, nan, 3.0]",tt1690953,"[7160000.0, nan, 9.0]",tt0024184,"[6530000.0, nan, 1.0]",tt6673612,"[5580000.0, nan, 1.0]",tt1245492,"[5250000.0, nan, 1.0]"
2022-09-18,tt0022211,"[25490000.0, nan, 2.0]",tt10345782,"[6430000.0, nan, 1.0]",tt11947158,"[5160000.0, nan, 2.0]",tt14592948,"[4900000.0, nan, 4.0]",tt11347146,"[3970000.0, nan, 1.0]",tt8983230,"[3390000.0, nan, 1.0]",tt1247222,"[3080000.0, nan, 1.0]",tt4457020,"[2970000.0, nan, 1.0]",tt0424083,"[2900000.0, nan, 3.0]",tt15494038,"[2370000.0, nan, 1.0]"
2022-09-18,tt7221388,"[95550000.0, nan, 2.0]",tt8179402,"[48960000.0, nan, 1.0]",tt4786824,"[40790000.0, nan, 2.0]",tt14502728,"[35020000.0, nan, 2.0]",tt15432016,"[29300000.0, nan, 3.0]",tt21867596,"[24390000.0, nan, 1.0]",tt4786824,"[16670000.0, nan, 1.0]",tt11704040,"[14370000.0, nan, 6.0]",tt1460534,"[13480000.0, nan, 17.0]",tt1751634,"[12220000.0, nan, 7.0]"
2022-09-18,tt14518692,"[62650000.0, nan, 2.0]",tt16481820,"[34410000.0, nan, 2.0]",tt16442864,"[22710000.0, nan, 1.0]",tt20869502,"[21970000.0, nan, 11.0]",tt15514606,"[18490000.0, nan, 4.0]",tt17641200,"[16210000.0, nan, 5.0]",tt15264452,"[16040000.0, nan, 1.0]",tt12590266,"[14880000.0, nan, 1.0]",tt0078643,"[12960000.0, nan, 2.0]",tt20859920,"[10890000.0, nan, 12.0]"
2022-09-11,tt0036790,"[30210000.0, nan, 1.0]",tt15463032,"[29530000.0, nan, 2.0]",tt15083184,"[26800000.0, nan, 2.0]",tt0996959,"[20660000.0, nan, 3.0]",tt5108870,"[12200000.0, nan, 1.0]",tt0381707,"[9210000.0, nan, 1.0]",tt1690953,"[7590000.0, nan, 8.0]",tt0993842,"[7120000.0, nan, 1.0]",tt1712261,"[6530000.0, nan, 1.0]",tt0202450,"[6510000.0, nan, 1.0]"
2022-09-11,tt0022211,"[13530000.0, nan, 1.0]",tt14592948,"[12590000.0, nan, 3.0]",tt0424083,"[9830000.0, nan, 2.0]",tt15006754,"[6550000.0, nan, 2.0]",tt11947158,"[4750000.0, nan, 1.0]",tt13611770,"[3760000.0, nan, 3.0]",tt13130760,"[2700000.0, nan, 2.0]",tt0010137,"[2540000.0, nan, 1.0]",tt14210720,"[2370000.0, nan, 1.0]",tt15335282,"[1960000.0, nan, 1.0]"
2022-09-11,tt7221388,"[106700000.0, nan, 1.0]",tt15432016,"[70810000.0, nan, 2.0]",tt14502728,"[24070000.0, nan, 1.0]",tt15292942,"[19800000.0, nan, 1.0]",tt1751634,"[19590000.0, nan, 6.0]",tt15390524,"[18210000.0, nan, 3.0]",tt4786824,"[17570000.0, nan, 1.0]",tt1460534,"[16560000.0, nan, 16.0]",tt0213628,"[14260000.0, nan, 4.0]",tt14738778,"[12410000.0, nan, 19.0]"
2022-09-11,tt20869502,"[31640000.0, nan, 10.0]",tt16481820,"[27980000.0, nan, 1.0]",tt17641200,"[26990000.0, nan, 4.0]",tt15514606,"[21480000.0, nan, 3.0]",tt14518692,"[20600000.0, nan, 1.0]",tt20859920,"[16840000.0, nan, 11.0]",tt0078643,"[9970000.0, nan, 1.0]",tt0387763,"[9630000.0, nan, 8.0]",tt21964626,"[7900000.0, nan, 1.0]",tt0387735,"[7110000.0, nan, 2.0]"
2022-09-04,tt0996959,"[56560000.0, nan, 2.0]",tt15463032,"[41220000.0, nan, 1.0]",tt15083184,"[30790000.0, nan, 1.0]",tt21388556,"[17420000.0, nan, 2.0]",tt0382806,"[11780000.0, nan, 3.0]",tt13314558,"[9450000.0, nan, 4.0]",tt21106646,"[9070000.0, nan, 3.0]",tt0087956,"[7520000.0, nan, 6.0]",tt0360615,"[6260000.0, nan, 6.0]",tt0369339,"[6100000.0, nan, 1.0]"
2022-09-04,tt14592948,"[29940000.0, nan, 2.0]",tt15006754,"[15700000.0, nan, 1.0]",tt0424083,"[9410000.0, nan, 1.0]",tt13611770,"[8670000.0, nan, 2.0]",tt13130760,"[7300000.0, nan, 1.0]",tt21836538,"[3700000.0, nan, 2.0]",tt38633456,"[3420000.0, nan, 1.0]",tt15022184,"[3040000.0, nan, 3.0]",tt3469592,"[2630000.0, nan, 1.0]",tt0069697,"[2580000.0, nan, 2.0]"
2022-09-04,tt0213628,"[36580000.0, nan, 3.0]",tt15432016,"[35370000.0, nan, 1.0]",tt1751634,"[33320000.0, nan, 5.0]",tt15390524,"[31140000.0, nan, 2.0]",tt1460534,"[20280000.0, nan, 15.0]",tt8300324,"[17920000.0, nan, 1.0]",tt14738778,"[16410000.0, nan, 18.0]",tt10062292,"[14820000.0, nan, 4.0]",tt15907000,"[13670000.0, nan, 2.0]",tt14738778,"[11930000.0, nan, 7.0]"
2022-09-04,tt20869502,"[48820000.0, nan, 9.0]",tt17641200,"[44050000.0, nan, 3.0]",tt20859920,"[27200000.0, nan, 10.0]",tt15514606,"[18270000.0, nan, 2.0]",tt15135104,"[12760000.0, nan, 2.0]",tt0387763,"[12160000.0, nan, 7.0]",tt0387735,"[10250000.0, nan, 1.0]",tt21341988,"[9860000.0, nan, 1.0]",tt0840226,"[8620000.0, nan, 1.0]",tt14899624,"[8400000.0, nan, 6.0]"
2022-08-28,tt0996959,"[59230000.0, nan, 1.0]",tt0382806,"[29890000.0, nan, 2.0]",tt21106646,"[27010000.0, nan, 2.0]",tt13314558,"[20460000.0, nan, 3.0]",tt0087956,"[12360000.0, nan, 5.0]",tt0023245,"[11540000.0, nan, 1.0]",tt21379574,"[10630000.0, nan, 1.0]",,,tt21388556,"[10470000.0, nan, 1.0]",tt0056492,"[10090000.0, nan, 1.0]"
2022-08-28,tt14592948,"[17480000.0, nan, 1.0]",tt15022184,"[10440000.0, nan, 2.0]",,,tt13611770,"[7200000.0, nan, 1.0]",tt21836538,"[3460000.0, nan, 1.0]",tt0118648,"[3190000.0, nan, 1.0]",tt6402468,"[2930000.0, nan, 15.0]",tt1378639,"[2890000.0, nan, 4.0]",tt14152140,"[2470000.0, nan, 4.0]",tt0069697,"[2400000.0, nan, 1.0]"
2022-08-28,tt0213628,"[68490000.0, nan, 2.0]",tt1751634,"[53790000.0, nan, 4.0]",tt10062292,"[25640000.0, nan, 3.0]",tt1460534,"[23640000.0, nan, 14.0]",tt14738778,"[19110000.0, nan, 17.0]",tt15907000,"[18680000.0, nan, 1.0]",tt15390524,"[16660000.0, nan, 1.0]",tt3007572,"[14630000.0, nan, 3.0]",tt9077530,"[14460000.0, nan, 6.0]",,
2022-08-28,tt20869502,"[53890000.0, nan, 8.0]",tt17641200,"[53390000.0, nan, 2.0]",tt20859920,"[28590000.0, nan, 9.0]",tt15135104,"[21570000.0, nan, 1.0]",tt13106334,"[16640000.0, nan, 2.0]",tt0387763,"[14770000.0, nan, 6.0]",tt14899624,"[11830000.0, nan, 5.0]",tt15514606,"[8780000.0, nan, 1.0]",tt21289712,"[8130000.0, nan, 3.0]",tt0387763,"[8020000.0, nan, 6.0]"
2022-08-21,tt13314558,"[63390000.0, nan, 2.0]",tt0382806,"[48060000.0, nan, 1.0]",tt21106646,"[39310000.0, nan, 1.0]",tt0087956,"[23410000.0, nan, 4.0]",,,tt0360615,"[14640000.0, nan, 5.0]",tt6095472,"[11470000.0, nan, 1.0]",tt1057576,"[8660000.0, nan, 3.0]",tt0017354,"[8120000.0, nan, 7.0]",tt21340412,"[6990000.0, nan, 1.0]"
2022-08-21,tt15022184,"[11910000.0, nan, 1.0]",,,tt1378639,"[7180000.0, nan, 3.0]",,,tt14152140,"[5640000.0, nan, 3.0]",tt6402468,"[5180000.0, nan, 14.0]",tt21281774,"[4070000.0, nan, 2.0]",,,tt10687220,"[2880000.0, nan, 1.0]",,
2022-08-21,tt1751634,"[77240000.0, nan, 3.0]",tt10062292,"[59450000.0, nan, 2.0]",tt1460534,"[28800000.0, nan, 13.0]",tt3007572,"[28310000.0, nan, 2.0]",tt0213628,"[25630000.0, nan, 1.0]",tt14738778,"[24120000.0, nan, 16.0]",tt9077530,"[20470000.0, nan, 5.0]",tt10062292,"[17010000.0, nan, 2.0]",tt10062292,"[16770000.0, nan, 4.0]",tt14738778,"[16270000.0, nan, 8.0]"
2022-08-21,tt20869502,"[77430000.0, nan, 7.0]",tt17641200,"[27680000.0, nan, 1.0]",tt21289712,"[19770000.0, nan, 2.0]",tt0387763,"[19530000.0, nan, 5.0]",tt20859920,"[18040000.0, nan, 8.0]",tt14899624,"[17300000.0, nan, 4.0]",tt0387763,"[8840000.0, nan, 5.0]",tt12446242,"[8390000.0, nan, 6.0]",tt13106334,"[7920000.0, nan, 1.0]",tt12987918,"[7020000.0, nan, 3.0]"
2022-08-14,tt13314558,"[56510000.0, nan, 1.0]",tt0087956,"[46370000.0, nan, 3.0]",tt1057576,"[23710000.0, nan, 2.0]",tt0360615,"[21160000.0, nan, 4.0]",tt10993824,"[19010000.0, nan, 2.0]",tt0017354,"[10850000.0, nan, 6.0]",tt8579674,"[10840000.0, nan, 1.0]",tt0019884,"[10710000.0, nan, 1.0]",tt0020025,"[8330000.0, nan, 1.0]",tt6467266,"[7270000.0, nan, 8.0]"
2022-08-14,tt1378639,"[26670000.0, nan, 2.0]",tt14152140,"[13960000.0, nan, 2.0]",,,tt21281774,"[6610000.0, nan, 1.0]",,,tt6402468,"[3540000.0, nan, 13.0]",,,tt33377952,"[2880000.0, nan, 3.0]",tt21339860,"[2500000.0, nan, 1.0]",,
2022-08-14,tt1751634,"[127500000.0, nan, 2.0]",tt10062292,"[55010000.0, nan, 1.0]",tt3007572,"[38440000.0, nan, 1.0]",tt1460534,"[35310000.0, nan, 12.0]",tt9077530,"[29550000.0, nan, 4.0]",tt14738778,"[28430000.0, nan, 15.0]",tt21315194,"[26190000.0, nan, 1.0]",tt14117010,"[20920000.0, nan, 3.0]",tt14738778,"[18720000.0, nan, 7.0]",tt14738778,"[18070000.0, nan, 6.0]"
2022-08-14,tt20869502,"[69360000.0, nan, 6.0]",tt0387763,"[23950000.0, nan, 4.0]",tt14899624,"[21990000.0, nan, 3.0]",tt20859920,"[17840000.0, nan, 7.0]",tt12987918,"[12630000.0, nan, 2.0]",tt12446242,"[11670000.0, nan, 5.0]",tt12987918,"[9420000.0, nan, 2.0]",tt0387763,"[9090000.0, nan, 4.0]",tt21289712,"[7060000.0, nan, 1.0]",tt0216459,"[6980000.0, nan, 25.0]"
2022-08-07,tt0087956,"[102590000.0, nan, 2.0]",tt0360615,"[38900000.0, nan, 3.0]",tt1057576,"[20650000.0, nan, 1.0]",tt10993824,"[18600000.0, nan, 1.0]",tt0017354,"[14340000.0, nan, 5.0]",tt6320628,"[11320000.0, nan, 2.0]",tt1655441,"[9340000.0, nan, 1.0]",tt0471042,"[8700000.0, nan, 1.0]",,,tt6467266,"[7950000.0, nan, 7.0]"
2022-08-07,tt1378639,"[27300000.0, nan, 1.0]",,,tt33377952,"[11370000.0, nan, 2.0]",tt14152140,"[10210000.0, nan, 1.0]",tt1650535,"[6460000.0, nan, 2.0]",tt15575356,"[4070000.0, nan, 3.0]",tt1753548,"[3080000.0, nan, 1.0]",tt6402468,"[2590000.0, nan, 12.0]",,,tt10333688,"[2430000.0, nan, 5.0]"
2022-08-07,tt1751634,"[69480000.0, nan, 1.0]",tt14117010,"[54730000.0, nan, 2.0]",tt9077530,"[46930000.0, nan, 3.0]",tt1460534,"[44760000.0, nan, 11.0]",tt14738778,"[36690000.0, nan, 14.0]",tt15466144,"[26520000.0, nan, 1.0]",tt14738778,"[21310000.0, nan, 6.0]",,,tt14738778,"[19880000.0, nan, 5.0]",tt1460534,"[17040000.0, nan, 11.0]"
2022-08-07,tt20869502,"[67010000.0, nan, 5.0]",tt14899624,"[31200000.0, nan, 2.0]",tt0387763,"[29730000.0, nan, 3.0]",tt20859920,"[20100000.0, nan, 6.0]",tt12446242,"[17370000.0, nan, 4.0]",tt12987918,"[14790000.0, nan, 1.0]",tt12987918,"[9260000.0, nan, 1.0]",tt0387763,"[9150000.0, nan, 3.0]",tt0224954,"[8760000.0, nan, 2.0]",tt15268768,"[7540000.0, nan, 4.0]"
2022-07-31,tt0360615,"[96470000.0, nan, 2.0]",tt0087956,"[48230000.0, nan, 1.0]",tt0017354,"[21070000.0, nan, 4.0]",tt12269000,"[11070000.0, nan, 3.0]",tt6467266,"[9370000.0, nan, 6.0]",tt6320628,"[8300000.0, nan, 1.0]",tt0024298,"[7620000.0, nan, 6.0]",,,tt1532538,"[4140000.0, nan, 1.0]",tt7991608,"[4090000.0, nan, 14.0]"
2022-07-31,tt33377952,"[23160000.0, nan, 1.0]",tt15575356,"[11450000.0, nan, 2.0]",tt10333688,"[4120000.0, nan, 4.0]",tt7601480,"[3680000.0, nan, 7.0]",tt1650535,"[3220000.0, nan, 1.0]",tt1548873,"[2740000.0, nan, 1.0]",,,tt12923028,"[2360000.0, nan, 2.0]",,,tt0053002,"[2150000.0, nan, 4.0]"
2022-07-31,tt9077530,"[87940000.0, nan, 2.0]",tt1460534,"[57720000.0, nan, 10.0]",tt14117010,"[48090000.0, nan, 1.0]",tt14738778,"[39760000.0, nan, 13.0]",tt9660182,"[27470000.0, nan, 3.0]",tt21098728,"[24670000.0, nan, 1.0]",tt14738778,"[24170000.0, nan, 5.0]",tt1460534,"[21440000.0, nan, 10.0]",tt14738778,"[20590000.0, nan, 4.0]",tt1460534,"[20170000.0, nan, 10.0]"
2022-07-31,tt20869502,"[65630000.0, nan, 4.0]",tt12446242,"[33520000.0, nan, 3.0]",tt0387763,"[33390000.0, nan, 2.0]",tt20859920,"[19080000.0, nan, 5.0]",tt14899624,"[18100000.0, nan, 1.0]",tt15268768,"[17630000.0, nan, 3.0]",tt0224954,"[15310000.0, nan, 1.0]",tt5189944,"[10460000.0, nan, 2.0]",tt0387763,"[8860000.0, nan, 2.0]",tt0216459,"[8730000.0, nan, 24.0]"
2022-07-24,tt0360615,"[88550000.0, nan, 1.0]",tt0017354,"[34140000.0, nan, 3.0]",tt12269000,"[29040000.0, nan, 2.0]",tt0163587,"[11290000.0, nan, 1.0]",tt7615052,"[11080000.0, nan, 1.0]",tt6467266,"[10150000.0, nan, 5.0]",tt0024298,"[8790000.0, nan, 5.0]",tt21059520,"[7360000.0, nan, 3.0]",tt0147992,"[5080000.0, nan, 2.0]",tt1413492,"[4610000.0, nan, 2.0]"
2022-07-24,tt15575356,"[10880000.0, nan, 1.0]",tt12923028,"[7170000.0, nan, 1.0]",tt10333688,"[5750000.0, nan, 3.0]",tt10127708,"[5320000.0, nan, 2.0]",tt0053002,"[4760000.0, nan, 3.0]",tt0097609,"[4120000.0, nan, 2.0]",tt15311262,"[3630000.0, nan, 2.0]",,,,,,
2022-07-24,tt9077530,"[105440000.0, nan, 1.0]",tt1460534,"[74990000.0, nan, 9.0]",tt9660182,"[73260000.0, nan, 2.0]",tt14738778,"[53240000.0, nan, 12.0]",tt1460534,"[26680000.0, nan, 9.0]",tt1460534,"[25620000.0, nan, 9.0]",tt14738778,"[25400000.0, nan, 4.0]",tt1460534,"[23220000.0, nan, 10.0]",tt18783984,"[21020000.0, nan, 2.0]",tt1312171,"[18250000.0, nan, 5.0]"
2022-07-24,tt12446242,"[57740000.0, nan, 2.0]",tt20869502,"[55070000.0, nan, 3.0]",tt15268768,"[31510000.0, nan, 2.0]",tt0387763,"[16110000.0, nan, 1.0]",tt20859920,"[15760000.0, nan, 4.0]",tt12516712,"[10130000.0, nan, 1.0]",tt0216459,"[9920000.0, nan, 23.0]",tt8165086,"[9240000.0, nan, 2.0]",tt14463552,"[8440000.0, nan, 3.0]",tt5189944,"[7060000.0, nan, 1.0]"
2022-07-17,tt0017354,"[68110000.0, nan, 2.0]",tt12269000,"[28720000.0, nan, 1.0]",tt21059520,"[23590000.0, nan, 2.0]",tt0024298,"[13500000.0, nan, 4.0]",tt6467266,"[12220000.0, nan, 4.0]",tt1413492,"[11810000.0, nan, 1.0]",tt10872600,"[8080000.0, nan, 1.0]",tt0147992,"[7480000.0, nan, 1.0]",tt0073133,"[6450000.0, nan, 6.0]",,
2022-07-17,tt10127708,"[17840000.0, nan, 1.0]",tt0053002,"[16230000.0, nan, 2.0]",tt10333688,"[10850000.0, nan, 2.0]",tt15311262,"[6470000.0, nan, 1.0]",,,,,tt0097609,"[3250000.0, nan, 1.0]",,,,,,
2022-07-17,tt1460534,"[102330000.0, nan, 8.0]",tt9660182,"[72670000.0, nan, 1.0]",tt14738778,"[38200000.0, nan, 11.0]",tt1460534,"[33790000.0, nan, 8.0]",tt1460534,"[33050000.0, nan, 8.0]",tt1460534,"[31540000.0, nan, 9.0]",tt1312171,"[27250000.0, nan, 4.0]",tt18783984,"[21180000.0, nan, 1.0]",tt14097144,"[20610000.0, nan, 1.0]",tt11214572,"[15590000.0, nan, 2.0]"
2022-07-17,tt20869502,"[45580000.0, nan, 2.0]",tt14463552,"[24200000.0, nan, 2.0]",tt8165086,"[23020000.0, nan, 1.0]",tt12446242,"[19920000.0, nan, 1.0]",tt20859920,"[14640000.0, nan, 3.0]",tt11937662,"[13090000.0, nan, 2.0]",tt0216459,"[11210000.0, nan, 22.0]",tt15268768,"[11170000.0, nan, 1.0]",tt13446244,"[10420000.0, nan, 1.0]",tt10483610,"[9480000.0, nan, 1.0]"
2022-07-10,tt0017354,"[33520000.0, nan, 1.0]",tt21059520,"[28380000.0, nan, 1.0]",tt0024298,"[24380000.0, nan, 3.0]",tt6467266,"[16580000.0, nan, 3.0]",tt1961175,"[13360000.0, nan, 1.0]",tt0101970,"[11460000.0, nan, 1.0]",,,tt0073133,"[9400000.0, nan, 5.0]",tt0377092,"[8110000.0, nan, 1.0]",tt1345836,"[7750000.0, nan, 1.0]"
2022-07-10,tt0053002,"[11010000.0, nan, 1.0]",,,tt3896102,"[4300000.0, nan, 2.0]",tt10333688,"[3240000.0, nan, 1.0]",,,,,tt11894486,"[2170000.0, nan, 2.0]",,,tt18923048,"[1940000.0, nan, 1.0]",tt6455162,"[1850000.0, nan, 4.0]"
2022-07-10,tt1460534,"[188190000.0, nan, 7.0]",tt1460534,"[45220000.0, nan, 8.0]",tt1312171,"[43840000.0, nan, 3.0]",tt1460534,"[41110000.0, nan, 7.0]",tt1460534,"[36590000.0, nan, 7.0]",tt14738778,"[28360000.0, nan, 10.0]",tt1312171,"[18180000.0, nan, 3.0]",tt1312171,"[14230000.0, nan, 2.0]",tt2442560,"[13060000.0, nan, 5.0]",tt11214572,"[11440000.0, nan, 1.0]"
2022-07-10,tt20869502,"[23950000.0, nan, 1.0]",tt11937662,"[18080000.0, nan, 1.0]",tt13696452,"[15630000.0, nan, 3.0]",tt14463552,"[12720000.0, nan, 1.0]",tt20859920,"[12310000.0, nan, 2.0]",tt0233127,"[12190000.0, nan, 30.0]",tt0216459,"[11490000.0, nan, 21.0]",,,tt16493854,"[7650000.0, nan, 2.0]",,
2022-07-03,tt0024298,"[62640000.0, nan, 2.0]",tt6467266,"[24080000.0, nan, 2.0]",tt15521050,"[18900000.0, nan, 2.0]",tt0073133,"[14640000.0, nan, 4.0]",tt0137780,"[12390000.0, nan, 1.0]",tt2312718,"[11000000.0, nan, 1.0]",tt9783600,"[9520000.0, nan, 3.0]",tt0884328,"[6230000.0, nan, 2.0]",tt12532368,"[5980000.0, nan, 4.0]",tt3588588,"[4530000.0, nan, 1.0]"
2022-07-03,tt11894486,"[8410000.0, nan, 1.0]",tt13919802,"[4900000.0, nan, 1.0]",tt6455162,"[3690000.0, nan, 3.0]",tt14369296,"[3530000.0, nan, 2.0]",tt20597408,"[3530000.0, nan, 3.0]",,,tt0069515,"[2620000.0, nan, 3.0]",,,tt3896102,"[1980000.0, nan, 1.0]",tt0341429,"[1880000.0, nan, 5.0]"
2022-07-03,tt1460534,"[301280000.0, nan, 6.0]",tt1312171,"[87980000.0, nan, 2.0]",tt1460534,"[34470000.0, nan, 7.0]",tt1312171,"[32840000.0, nan, 2.0]",tt1460534,"[30280000.0, nan, 6.0]",tt1460534,"[30260000.0, nan, 6.0]",tt13640670,"[25400000.0, nan, 2.0]",tt1312171,"[20300000.0, nan, 1.0]",tt2442560,"[18440000.0, nan, 4.0]",tt15292870,"[15020000.0, nan, 1.0]"
2022-07-03,tt13696452,"[49000000.0, nan, 2.0]",tt0233127,"[11880000.0, nan, 29.0]",tt0216459,"[11570000.0, nan, 20.0]",tt14463542,"[10800000.0, nan, 4.0]",tt20859920,"[9920000.0, nan, 1.0]",tt16493854,"[9870000.0, nan, 1.0]",,,,,tt6468322,"[8570000.0, nan, 8.0]",tt0105937,"[7400000.0, nan, 1.0]"
2022-06-26,tt0024298,"[53890000.0, nan, 1.0]",tt9783600,"[38300000.0, nan, 2.0]",tt0073133,"[26050000.0, nan, 3.0]",tt15521050,"[25790000.0, nan, 1.0]",tt6467266,"[24270000.0, nan, 1.0]",tt12532368,"[10960000.0, nan, 3.0]",tt0022772,"[8450000.0, nan, 2.0]",tt0884328,"[8400000.0, nan, 1.0]",tt19637852,"[8370000.0, nan, 2.0]",tt0018033,"[8350000.0, nan, 1.0]"
2022-06-26,tt6455162,"[12290000.0, nan, 2.0]",tt20597408,"[9100000.0, nan, 2.0]",tt0069515,"[8450000.0, nan, 2.0]",tt0094851,"[6510000.0, nan, 2.0]",tt14369296,"[5920000.0, nan, 1.0]",tt7126758,"[3570000.0, nan, 2.0]",,,tt7311164,"[1770000.0, nan, 3.0]",tt12663772,"[1730000.0, nan, 1.0]",tt14463484,"[1500000.0, nan, 13.0]"
2022-06-26,tt1312171,"[124530000.0, nan, 1.0]",tt1460534,"[76910000.0, nan, 5.0]",tt1460534,"[32230000.0, nan, 5.0]",tt1460534,"[31190000.0, nan, 5.0]",tt2442560,"[30350000.0, nan, 3.0]",tt1460534,"[29210000.0, nan, 6.0]",tt1312171,"[27230000.0, nan, 1.0]",tt12005828,"[21910000.0, nan, 1.0]",tt13315156,"[18550000.0, nan, 3.0]",tt13640670,"[18210000.0, nan, 1.0]"
2022-06-26,tt13696452,"[33740000.0, nan, 1.0]",tt14463542,"[16560000.0, nan, 3.0]",tt0233127,"[12570000.0, nan, 28.0]",,,tt0216459,"[10820000.0, nan, 19.0]",tt14821886,"[10150000.0, nan, 2.0]",tt0164286,"[9490000.0, nan, 1.0]",tt19115260,"[9250000.0, nan, 9.0]",tt10011306,"[9120000.0, nan, 1.0]",tt13561292,"[8460000.0, nan, 2.0]"
2022-06-19,tt0073133,"[57190000.0, nan, 2.0]",tt9783600,"[35400000.0, nan, 1.0]",tt12532368,"[23750000.0, nan, 2.0]",tt19637852,"[18880000.0, nan, 1.0]",tt0104516,"[13110000.0, nan, 3.0]",tt0022772,"[12960000.0, nan, 1.0]",tt11316680,"[9380000.0, nan, 1.0]",tt3794354,"[4570000.0, nan, 8.0]",tt15215512,"[4440000.0, nan, 5.0]",tt17050828,"[4200000.0, nan, 6.0]"
