week,at_rank1,views_at_rank1,at_rank2,views_at_rank2,at_rank3,views_at_rank3,at_rank4,views_at_rank4,at_rank5,views_at_rank5,at_rank6,views_at_rank6,at_rank7,views_at_rank7,at_rank8,views_at_rank8,at_rank9,views_at_rank9,at_rank10,views_at_rank10
2023-02-12,tt0178998,"[51230000.0, nan, 1.0]",tt0464831,"[20730000.0, nan, 2.0]",tt14826022,"[20400000.0, nan, 3.0]",tt1634106,"[14380000.0, nan, 3.0]",tt5113044,"[11500000.0, nan, 2.0]",tt14668630,"[9110000.0, nan, 1.0]",tt18376122,"[8710000.0, nan, 2.0]",tt6349302,"[6760000.0, nan, 1.0]",tt0278435,"[5400000.0, nan, 2.0]",,
2023-02-12,tt13051810,"[21480000.0, nan, 2.0]",tt15789492,"[12940000.0, nan, 2.0]",tt15163652,"[4050000.0, nan, 1.0]",,,tt0020629,"[3660000.0, nan, 12.0]",tt0313743,"[3080000.0, nan, 1.0]",,,,,tt15229674,"[2240000.0, nan, 8.0]",tt0067883,"[2180000.0, nan, 11.0]"
2023-02-12,tt1487831,"[92070000.0, nan, 1.0]",tt10813940,"[25710000.0, nan, 6.0]",tt13443470,"[22650000.0, nan, 12.0]",tt1487831,"[19240000.0, nan, 6.0]",tt10813940,"[15790000.0, nan, 6.0]",tt0928414,"[15410000.0, nan, 6.0]",tt13802576,"[15370000.0, nan, 3.0]",tt11704040,"[12530000.0, nan, 6.0]",tt1487831,"[11440000.0, nan, 9.0]",tt0928414,"[10210000.0, nan, 1.0]"
2023-02-12,tt25274446,"[41610000.0, nan, 3.0]",tt24578016,"[21040000.0, nan, 2.0]",tt15787870,"[19610000.0, nan, 3.0]",tt1704637,"[19610000.0, nan, 7.0]",tt1232714,"[16510000.0, nan, 1.0]",tt24224910,"[12390000.0, nan, 2.0]",tt20859920,"[11610000.0, nan, 7.0]",tt26229508,"[11270000.0, nan, 1.0]",tt0981238,"[9910000.0, nan, 1.0]",,
2023-02-05,tt14826022,"[65610000.0, nan, 2.0]",tt18376122,"[24330000.0, nan, 1.0]",tt5113044,"[19360000.0, nan, 1.0]",,,tt0464831,"[11090000.0, nan, 1.0]",tt5360952,"[10120000.0, nan, 1.0]",tt1634106,"[8720000.0, nan, 2.0]",,,tt0424095,"[5090000.0, nan, 1.0]",tt0077391,"[4790000.0, nan, 3.0]"
2023-02-05,tt13051810,"[28030000.0, nan, 1.0]",tt15789492,"[12650000.0, nan, 1.0]",,,tt0020629,"[7050000.0, nan, 11.0]",tt15600222,"[5740000.0, nan, 2.0]",tt21149522,"[5430000.0, nan, 2.0]",,,tt13131232,"[3280000.0, nan, 3.0]",tt22352848,"[2880000.0, nan, 3.0]",tt0067883,"[2650000.0, nan, 10.0]"
2023-02-05,tt13802576,"[39420000.0, nan, 2.0]",tt10813940,"[38090000.0, nan, 5.0]",tt13443470,"[28230000.0, nan, 11.0]",tt10813940,"[22550000.0, nan, 5.0]",tt0928414,"[18960000.0, nan, 5.0]",tt11311302,"[14840000.0, nan, 4.0]",tt0928414,"[9370000.0, nan, 1.0]",tt15591076,"[9370000.0, nan, 3.0]",tt15506958,"[8270000.0, nan, 1.0]",tt0928414,"[7910000.0, nan, 1.0]"
2023-02-05,tt15787870,"[50240000.0, nan, 2.0]",tt25274446,"[31300000.0, nan, 2.0]",tt1704637,"[25730000.0, nan, 6.0]",tt13676344,"[18880000.0, nan, 2.0]",tt24578016,"[15550000.0, nan, 1.0]",tt16427924,"[14950000.0, nan, 2.0]",tt20859920,"[11520000.0, nan, 6.0]",tt14579330,"[11230000.0, nan, 3.0]",tt24224910,"[10950000.0, nan, 1.0]",tt16913068,"[10700000.0, nan, 3.0]"
2023-01-29,tt14826022,"[55650000.0, nan, 1.0]",tt0077391,"[11550000.0, nan, 2.0]",,,tt0064714,"[6010000.0, nan, 2.0]",tt0011115,"[5910000.0, nan, 1.0]",tt0969250,"[5800000.0, nan, 3.0]",tt12356620,"[5460000.0, nan, 4.0]",tt0098335,"[5320000.0, nan, 8.0]",,,tt1679335,"[3790000.0, nan, 5.0]"
2023-01-29,,,tt22352848,"[17620000.0, nan, 2.0]",tt13131232,"[10340000.0, nan, 2.0]",tt0020629,"[8170000.0, nan, 10.0]",tt21149522,"[6340000.0, nan, 1.0]",tt15600222,"[4490000.0, nan, 1.0]",tt0067883,"[2570000.0, nan, 9.0]",tt0379245,"[2550000.0, nan, 1.0]",,,tt15229674,"[1990000.0, nan, 7.0]"
2023-01-29,tt10813940,"[55610000.0, nan, 4.0]",tt13443470,"[35860000.0, nan, 10.0]",tt10813940,"[31140000.0, nan, 4.0]",tt15591076,"[26250000.0, nan, 2.0]",tt11311302,"[25120000.0, nan, 3.0]",tt13802576,"[25120000.0, nan, 1.0]",tt0928414,"[14320000.0, nan, 4.0]",tt22481904,"[14280000.0, nan, 1.0]",tt15078760,"[13040000.0, nan, 1.0]",tt0262965,"[12110000.0, nan, 4.0]"
2023-01-29,tt1704637,"[37470000.0, nan, 5.0]",tt16913068,"[33960000.0, nan, 2.0]",tt15787870,"[31830000.0, nan, 1.0]",tt14579330,"[30280000.0, nan, 2.0]",tt13676344,"[29190000.0, nan, 1.0]",tt16427924,"[28330000.0, nan, 1.0]",tt25274446,"[22510000.0, nan, 1.0]",tt4565380,"[19210000.0, nan, 2.0]",tt21344706,"[17360000.0, nan, 5.0]",tt20859920,"[14930000.0, nan, 19.0]"
2023-01-22,tt0969250,"[20910000.0, nan, 2.0]",tt12356620,"[12690000.0, nan, 3.0]",,,tt24509990,"[8230000.0, nan, 2.0]",tt0098335,"[7090000.0, nan, 7.0]",,,tt0064714,"[5860000.0, nan, 1.0]",tt8332922,"[4760000.0, nan, 1.0]",tt1679335,"[4080000.0, nan, 4.0]",tt24640474,"[3790000.0, nan, 1.0]"
2023-01-22,tt22352848,"[19300000.0, nan, 1.0]",tt13131232,"[8940000.0, nan, 1.0]",tt0353814,"[3370000.0, nan, 2.0]",tt0020629,"[2800000.0, nan, 9.0]",tt0067883,"[2590000.0, nan, 8.0]",,,tt15251536,"[2130000.0, nan, 1.0]",tt1740801,"[1740000.0, nan, 3.0]",tt15229674,"[1620000.0, nan, 6.0]",tt22497768,"[1570000.0, nan, 1.0]"
2023-01-22,tt10813940,"[87400000.0, nan, 3.0]",tt11311302,"[55530000.0, nan, 2.0]",tt13443470,"[45740000.0, nan, 9.0]",tt10813940,"[43290000.0, nan, 3.0]",tt15591076,"[41080000.0, nan, 1.0]",tt11311302,"[25370000.0, nan, 7.0]",tt0262965,"[22990000.0, nan, 3.0]",tt8962124,"[15550000.0, nan, 5.0]",tt0928414,"[14640000.0, nan, 3.0]",tt1520211,"[11800000.0, nan, 2.0]"
2023-01-22,tt1704637,"[54090000.0, nan, 4.0]",tt14579330,"[24530000.0, nan, 1.0]",tt21344706,"[24200000.0, nan, 4.0]",tt8690776,"[19070000.0, nan, 2.0]",tt16913068,"[17030000.0, nan, 1.0]",tt10795658,"[15680000.0, nan, 5.0]",tt4565380,"[12050000.0, nan, 1.0]",tt20859920,"[11580000.0, nan, 18.0]",tt5569404,"[11490000.0, nan, 3.0]",tt18482892,"[10570000.0, nan, 3.0]"
2023-01-15,tt12356620,"[39860000.0, nan, 2.0]",tt24509990,"[21270000.0, nan, 1.0]",,,tt0969250,"[18880000.0, nan, 1.0]",tt0098335,"[10400000.0, nan, 6.0]",,,tt7975244,"[6360000.0, nan, 3.0]",tt1399103,"[5630000.0, nan, 1.0]",tt1657507,"[4860000.0, nan, 1.0]",tt0317303,"[4850000.0, nan, 1.0]"
2023-01-15,tt0353814,"[7180000.0, nan, 1.0]",tt10804178,"[6960000.0, nan, 2.0]",tt2265171,"[3840000.0, nan, 2.0]",tt15399372,"[3690000.0, nan, 2.0]",tt21867370,"[3530000.0, nan, 1.0]",tt20838498,"[2870000.0, nan, 1.0]",tt10545704,"[2850000.0, nan, 1.0]",tt0067883,"[2520000.0, nan, 7.0]",tt0020629,"[2220000.0, nan, 8.0]",,
2023-01-15,tt10813940,"[162720000.0, nan, 2.0]",tt10813940,"[63230000.0, nan, 2.0]",tt13443470,"[57820000.0, nan, 8.0]",tt11311302,"[55350000.0, nan, 1.0]",tt0262965,"[46570000.0, nan, 2.0]",tt11311302,"[25500000.0, nan, 6.0]",tt8962124,"[25040000.0, nan, 4.0]",tt0928414,"[18160000.0, nan, 2.0]",tt1520211,"[17940000.0, nan, 1.0]",tt16030542,"[13430000.0, nan, 5.0]"
2023-01-15,tt1704637,"[51930000.0, nan, 3.0]",tt21344706,"[40110000.0, nan, 3.0]",tt5569404,"[28690000.0, nan, 2.0]",tt10795658,"[23220000.0, nan, 4.0]",,,tt18482892,"[15200000.0, nan, 2.0]",tt20859920,"[14980000.0, nan, 5.0]",tt8690776,"[13590000.0, nan, 1.0]",tt15525658,"[12450000.0, nan, 2.0]",tt15018224,"[11920000.0, nan, 2.0]"
2023-01-08,,,tt12356620,"[42960000.0, nan, 1.0]",tt7975244,"[17550000.0, nan, 2.0]",,,tt0375210,"[14340000.0, nan, 2.0]",tt1838556,"[10200000.0, nan, 1.0]",tt0098335,"[9560000.0, nan, 5.0]",tt5961976,"[7470000.0, nan, 2.0]",,,tt1679335,"[6500000.0, nan, 3.0]"
2023-01-08,tt10804178,"[10530000.0, nan, 1.0]",tt2265171,"[5780000.0, nan, 1.0]",tt0073391,"[5430000.0, nan, 2.0]",tt15399372,"[3950000.0, nan, 1.0]",tt0067883,"[3610000.0, nan, 6.0]",tt21617996,"[3600000.0, nan, 1.0]",tt0224005,"[3450000.0, nan, 5.0]",tt15614274,"[3170000.0, nan, 2.0]",tt15206378,"[3080000.0, nan, 2.0]",tt0020629,"[2570000.0, nan, 7.0]"
2023-01-08,tt10813940,"[180470000.0, nan, 1.0]",tt0262965,"[112320000.0, nan, 1.0]",tt13443470,"[81340000.0, nan, 7.0]",tt8962124,"[47780000.0, nan, 3.0]",tt10813940,"[44370000.0, nan, 1.0]",tt16030542,"[23580000.0, nan, 4.0]",tt23732458,"[23030000.0, nan, 1.0]",tt16450274,"[18460000.0, nan, 2.0]",tt12785720,"[17610000.0, nan, 3.0]",tt0928414,"[14800000.0, nan, 1.0]"
2023-01-08,tt21344706,"[82480000.0, nan, 2.0]",tt1704637,"[79250000.0, nan, 2.0]",tt10795658,"[41840000.0, nan, 3.0]",tt15525658,"[34370000.0, nan, 1.0]",tt5569404,"[20740000.0, nan, 1.0]",tt20859920,"[20510000.0, nan, 4.0]",tt10795658,"[19130000.0, nan, 8.0]",tt18482892,"[19090000.0, nan, 1.0]",,,tt15018224,"[14280000.0, nan, 1.0]"
2023-01-01,,,,,tt5961976,"[16760000.0, nan, 1.0]",tt0375210,"[14750000.0, nan, 1.0]",tt0070224,"[12200000.0, nan, 1.0]",,,tt1679335,"[9980000.0, nan, 2.0]",tt13070038,"[7220000.0, nan, 1.0]",tt0170016,"[7190000.0, nan, 3.0]",tt0080479,"[6940000.0, nan, 5.0]"
2023-01-01,tt15206378,"[9980000.0, nan, 1.0]",tt0067883,"[6650000.0, nan, 5.0]",tt23808016,"[6220000.0, nan, 2.0]",tt0224005,"[5600000.0, nan, 4.0]",tt15528292,"[5440000.0, nan, 3.0]",tt15614274,"[5240000.0, nan, 1.0]",tt15229674,"[4390000.0, nan, 5.0]",tt0073391,"[3370000.0, nan, 1.0]",tt0020629,"[3320000.0, nan, 6.0]",,
2023-01-01,tt13443470,"[103960000.0, nan, 6.0]",tt8962124,"[95330000.0, nan, 2.0]",tt12785720,"[64520000.0, nan, 2.0]",tt16450274,"[56060000.0, nan, 1.0]",tt16030542,"[43360000.0, nan, 3.0]",tt23900194,"[22530000.0, nan, 4.0]",tt8962124,"[15210000.0, nan, 6.0]",tt8962124,"[14550000.0, nan, 4.0]",tt13961348,"[13400000.0, nan, 3.0]",tt9012876,"[12770000.0, nan, 5.0]"
2023-01-01,tt10795658,"[74300000.0, nan, 2.0]",tt10795658,"[30220000.0, nan, 7.0]",tt21344706,"[25410000.0, nan, 1.0]",tt11937732,"[22490000.0, nan, 1.0]",tt1704637,"[22410000.0, nan, 1.0]",tt20859920,"[17170000.0, nan, 3.0]",,,,,,,tt18352538,"[11980000.0, nan, 6.0]"
2022-12-25,,,tt21439528,"[25110000.0, nan, 2.0]",,,tt0170016,"[12680000.0, nan, 2.0]",tt6359956,"[10890000.0, nan, 1.0]",tt19631454,"[10090000.0, nan, 2.0]",tt2990140,"[9840000.0, nan, 5.0]",tt14715170,"[7910000.0, nan, 6.0]",tt0080479,"[7250000.0, nan, 4.0]",tt11057644,"[7170000.0, nan, 4.0]"
2022-12-25,tt15528292,"[19740000.0, nan, 2.0]",tt23808016,"[17820000.0, nan, 1.0]",tt0197782,"[9860000.0, nan, 2.0]",tt0224005,"[8270000.0, nan, 3.0]",tt0067883,"[7950000.0, nan, 4.0]",,,tt15229674,"[3980000.0, nan, 4.0]",tt17677744,"[3180000.0, nan, 1.0]",tt9054970,"[3090000.0, nan, 2.0]",,
2022-12-25,tt13443470,"[118540000.0, nan, 5.0]",tt8962124,"[117610000.0, nan, 1.0]",tt16030542,"[95590000.0, nan, 2.0]",tt23900194,"[39740000.0, nan, 3.0]",tt13961348,"[26410000.0, nan, 2.0]",tt12004280,"[16640000.0, nan, 3.0]",tt12785720,"[15870000.0, nan, 1.0]",tt8300324,"[15820000.0, nan, 1.0]",tt9012876,"[14200000.0, nan, 4.0]",tt8962124,"[11500000.0, nan, 3.0]"
2022-12-25,tt10795658,"[61190000.0, nan, 1.0]",tt10795658,"[18660000.0, nan, 6.0]",tt18352538,"[17010000.0, nan, 5.0]",,,tt20859920,"[15060000.0, nan, 2.0]",,,tt15700830,"[13640000.0, nan, 2.0]",tt20859920,"[11830000.0, nan, 17.0]",tt0808013,"[11660000.0, nan, 1.0]",,
2022-12-18,,,tt19631454,"[19960000.0, nan, 1.0]",tt0020291,"[19000000.0, nan, 1.0]",tt0080479,"[13530000.0, nan, 3.0]",tt0047817,"[11090000.0, nan, 3.0]",tt21439528,"[8940000.0, nan, 1.0]",tt0170016,"[7530000.0, nan, 1.0]",tt14715170,"[6400000.0, nan, 5.0]",tt20917338,"[5680000.0, nan, 3.0]",tt13007592,"[5560000.0, nan, 4.0]"
2022-12-18,tt0224005,"[27060000.0, nan, 2.0]",tt15528292,"[16390000.0, nan, 1.0]",tt0067883,"[16270000.0, nan, 3.0]",tt9054970,"[8830000.0, nan, 1.0]",tt15229674,"[7230000.0, nan, 3.0]",tt18688184,"[6970000.0, nan, 2.0]",tt0197782,"[4340000.0, nan, 1.0]",,,,,tt19723342,"[3120000.0, nan, 2.0]"
2022-12-18,tt13443470,"[173960000.0, nan, 4.0]",tt23900194,"[97710000.0, nan, 2.0]",tt16030542,"[52300000.0, nan, 1.0]",tt12004280,"[37830000.0, nan, 2.0]",tt13961348,"[27720000.0, nan, 1.0]",tt9012876,"[26570000.0, nan, 3.0]",tt9319668,"[17850000.0, nan, 5.0]",tt4786824,"[13200000.0, nan, 6.0]",tt23826740,"[10780000.0, nan, 1.0]",tt9012876,"[10660000.0, nan, 2.0]"
2022-12-18,,,tt13696452,"[22340000.0, nan, 5.0]",tt18352538,"[19440000.0, nan, 4.0]",,,tt20859920,"[13500000.0, nan, 16.0]",tt20859920,"[13070000.0, nan, 1.0]",tt15700830,"[12330000.0, nan, 1.0]",tt18562516,"[9960000.0, nan, 2.0]",tt23556972,"[9490000.0, nan, 2.0]",tt22265394,"[9390000.0, nan, 8.0]"
2022-12-11,tt0047817,"[29030000.0, nan, 2.0]",,,tt0080479,"[24620000.0, nan, 2.0]",tt20917338,"[13050000.0, nan, 2.0]",tt3788392,"[11720000.0, nan, 3.0]",tt13007592,"[11580000.0, nan, 3.0]",,,tt0854164,"[10380000.0, nan, 4.0]",,,tt15255876,"[9590000.0, nan, 1.0]"
2022-12-11,tt0067883,"[52270000.0, nan, 2.0]",tt15229674,"[23590000.0, nan, 2.0]",tt0224005,"[17080000.0, nan, 1.0]",tt7375466,"[11620000.0, nan, 2.0]",tt0014253,"[11620000.0, nan, 2.0]",tt23556786,"[8580000.0, nan, 2.0]",tt19723342,"[8100000.0, nan, 1.0]",tt18688184,"[6140000.0, nan, 1.0]",tt0114701,"[4370000.0, nan, 2.0]",,
2022-12-11,tt13443470,"[269670000.0, nan, 3.0]",tt23900194,"[81550000.0, nan, 1.0]",tt9012876,"[50350000.0, nan, 2.0]",tt9319668,"[27530000.0, nan, 4.0]",tt9012876,"[20940000.0, nan, 1.0]",tt12004280,"[20430000.0, nan, 1.0]",tt4786824,"[18900000.0, nan, 5.0]",tt21840894,"[13870000.0, nan, 1.0]",tt8064302,"[11900000.0, nan, 4.0]",tt14738778,"[10540000.0, nan, 6.0]"
2022-12-11,,,,,tt22265394,"[17270000.0, nan, 7.0]",tt18352538,"[16810000.0, nan, 3.0]",tt7134908,"[13400000.0, nan, 4.0]",tt23556972,"[12830000.0, nan, 1.0]",tt13696452,"[12800000.0, nan, 4.0]",tt11988676,"[10910000.0, nan, 1.0]",tt0103421,"[9060000.0, nan, 3.0]",tt18562516,"[8050000.0, nan, 1.0]"
2022-12-04,tt13007592,"[27630000.0, nan, 2.0]",tt3788392,"[27040000.0, nan, 2.0]",tt0047817,"[20000000.0, nan, 1.0]",tt0854164,"[17830000.0, nan, 3.0]",tt0080479,"[11320000.0, nan, 1.0]",tt20561114,"[11110000.0, nan, 2.0]",tt14715170,"[9080000.0, nan, 4.0]",,,tt20917338,"[8170000.0, nan, 1.0]",tt22892896,"[7610000.0, nan, 2.0]"
2022-12-04,tt0067883,"[75860000.0, nan, 1.0]",tt15229674,"[32490000.0, nan, 1.0]",tt23556786,"[15330000.0, nan, 1.0]",tt7375466,"[11970000.0, nan, 1.0]",tt1740801,"[10990000.0, nan, 2.0]",,,tt0014253,"[7800000.0, nan, 1.0]",tt18082726,"[4320000.0, nan, 2.0]",tt0114701,"[4090000.0, nan, 1.0]",,
2022-12-04,tt13443470,"[411290000.0, nan, 2.0]",tt9319668,"[44620000.0, nan, 3.0]",tt9012876,"[29010000.0, nan, 1.0]",tt4786824,"[27790000.0, nan, 4.0]",tt23553310,"[23880000.0, nan, 1.0]",tt8064302,"[19540000.0, nan, 3.0]",tt14738778,"[15380000.0, nan, 5.0]",tt9839146,"[12690000.0, nan, 1.0]",tt14738778,"[11660000.0, nan, 24.0]",tt2102535,"[11180000.0, nan, 2.0]"
2022-12-04,,,,,tt7134908,"[22440000.0, nan, 3.0]",tt22265394,"[19470000.0, nan, 6.0]",tt0103421,"[12300000.0, nan, 2.0]",tt18352538,"[12070000.0, nan, 2.0]",tt23037654,"[11270000.0, nan, 2.0]",tt0248119,"[8770000.0, nan, 2.0]",tt0154063,"[7100000.0, nan, 7.0]",tt20869502,"[5500000.0, nan, 21.0]"
2022-11-27,tt0854164,"[45430000.0, nan, 2.0]",tt13007592,"[36270000.0, nan, 1.0]",tt3788392,"[22480000.0, nan, 1.0]",tt1338709,"[16860000.0, nan, 2.0]",tt14715170,"[14980000.0, nan, 3.0]",tt15824322,"[13800000.0, nan, 2.0]",tt20561114,"[13470000.0, nan, 1.0]",tt14641788,"[9670000.0, nan, 4.0]",tt9411972,"[9640000.0, nan, 3.0]",tt22892896,"[7290000.0, nan, 1.0]"
2022-11-27,tt1740801,"[17310000.0, nan, 1.0]",,,tt0020629,"[4870000.0, nan, 5.0]",,,,,,,tt18082726,"[3180000.0, nan, 1.0]",tt0100081,"[2670000.0, nan, 1.0]",tt0130503,"[2310000.0, nan, 5.0]",tt0326749,"[2230000.0, nan, 8.0]"
2022-11-27,tt13443470,"[341230000.0, nan, 1.0]",tt9319668,"[87890000.0, nan, 2.0]",tt4786824,"[42360000.0, nan, 3.0]",tt8064302,"[33330000.0, nan, 2.0]",tt14738778,"[21600000.0, nan, 4.0]",tt14738778,"[15010000.0, nan, 23.0]",tt23022276,"[14160000.0, nan, 1.0]",tt14738778,"[12260000.0, nan, 8.0]",tt9059350,"[11970000.0, nan, 3.0]",tt8064302,"[11940000.0, nan, 1.0]"
2022-11-27,tt7134908,"[48270000.0, nan, 2.0]",,,tt22265394,"[18080000.0, nan, 5.0]",tt18352538,"[10350000.0, nan, 1.0]",tt12506950,"[9940000.0, nan, 1.0]",,,tt0154063,"[7280000.0, nan, 6.0]",tt0103421,"[7220000.0, nan, 1.0]",tt23037654,"[6330000.0, nan, 1.0]",tt0216459,"[6310000.0, nan, 28.0]"
2022-11-20,tt14715170,"[37850000.0, nan, 2.0]",tt0854164,"[33370000.0, nan, 1.0]",tt1338709,"[26180000.0, nan, 1.0]",tt14641788,"[21420000.0, nan, 3.0]",tt9411972,"[20330000.0, nan, 2.0]",tt15824322,"[17930000.0, nan, 1.0]",,,tt4273800,"[8800000.0, nan, 4.0]",tt7846844,"[7610000.0, nan, 3.0]",tt22440764,"[7500000.0, nan, 1.0]"
2022-11-20,,,tt0020629,"[9490000.0, nan, 4.0]",tt0326749,"[6870000.0, nan, 7.0]",tt0130503,"[6130000.0, nan, 4.0]",tt15128068,"[5840000.0, nan, 2.0]",tt22988228,"[4690000.0, nan, 1.0]",tt14384176,"[3800000.0, nan, 2.0]",tt18450548,"[3410000.0, nan, 2.0]",tt12683756,"[3230000.0, nan, 4.0]",tt10328322,"[2620000.0, nan, 3.0]"
2022-11-20,tt4786824,"[84310000.0, nan, 2.0]",tt9319668,"[79270000.0, nan, 1.0]",tt14738778,"[35730000.0, nan, 3.0]",tt8064302,"[30300000.0, nan, 1.0]",tt9059350,"[27740000.0, nan, 2.0]",tt14738778,"[25940000.0, nan, 22.0]",tt0361148,"[24620000.0, nan, 1.0]",tt9059350,"[20100000.0, nan, 1.0]",tt11252254,"[19880000.0, nan, 5.0]",tt11704040,"[19310000.0, nan, 5.0]"
2022-11-20,,,tt7134908,"[36870000.0, nan, 1.0]",tt22265394,"[15620000.0, nan, 4.0]",tt0078643,"[8590000.0, nan, 11.0]",tt0154063,"[7940000.0, nan, 5.0]",tt0216459,"[6850000.0, nan, 27.0]",tt20869502,"[6780000.0, nan, 20.0]",,,tt22941150,"[5420000.0, nan, 1.0]",tt22071840,"[5400000.0, nan, 4.0]"
2022-11-13,tt14641788,"[62860000.0, nan, 2.0]",tt14715170,"[48360000.0, nan, 1.0]",tt7846844,"[18650000.0, nan, 2.0]",tt1391095,"[18230000.0, nan, 1.0]",tt4273800,"[15060000.0, nan, 3.0]",,,tt1693045,"[12190000.0, nan, 2.0]",tt9411972,"[10830000.0, nan, 1.0]",tt2935622,"[8850000.0, nan, 4.0]",tt0141208,"[7920000.0, nan, 2.0]"
2022-11-13,,,tt0020629,"[17610000.0, nan, 3.0]",tt0130503,"[11250000.0, nan, 3.0]",tt10328322,"[8890000.0, nan, 2.0]",tt12683756,"[6960000.0, nan, 3.0]",tt14384176,"[5710000.0, nan, 1.0]",tt0326749,"[5570000.0, nan, 6.0]",tt15128068,"[4450000.0, nan, 1.0]",tt18450548,"[3770000.0, nan, 1.0]",tt15340724,"[3060000.0, nan, 4.0]"
2022-11-13,tt4786824,"[107390000.0, nan, 1.0]",tt14738778,"[74780000.0, nan, 2.0]",tt11704040,"[47250000.0, nan, 4.0]",tt14738778,"[41990000.0, nan, 21.0]",tt11252254,"[31300000.0, nan, 4.0]",tt9059350,"[26220000.0, nan, 1.0]",tt10948716,"[24970000.0, nan, 2.0]",tt0112218,"[18850000.0, nan, 5.0]",tt14738778,"[18200000.0, nan, 9.0]",tt8415836,"[18170000.0, nan, 3.0]"
2022-11-13,,,,,tt22265394,"[12200000.0, nan, 3.0]",tt0078643,"[10330000.0, nan, 10.0]",tt0388604,"[8920000.0, nan, 3.0]",tt22071840,"[8840000.0, nan, 3.0]",tt0154063,"[7400000.0, nan, 4.0]",tt20869502,"[6980000.0, nan, 19.0]",tt0216459,"[6580000.0, nan, 26.0]",tt14664414,"[6290000.0, nan, 2.0]"
2022-11-06,tt14641788,"[64080000.0, nan, 1.0]",tt4273800,"[36780000.0, nan, 2.0]",tt2935622,"[19030000.0, nan, 3.0]",tt0247812,"[16760000.0, nan, 1.0]",tt0051193,"[16390000.0, nan, 2.0]",tt1693045,"[15910000.0, nan, 1.0]",tt0141208,"[10370000.0, nan, 1.0]",tt7846844,"[9640000.0, nan, 1.0]",tt0110706,"[5860000.0, nan, 1.0]",tt15289240,"[5030000.0, nan, 4.0]"
2022-11-06,tt0020629,"[39950000.0, nan, 2.0]",tt10328322,"[25880000.0, nan, 1.0]",tt0130503,"[20550000.0, nan, 2.0]",tt12683756,"[10360000.0, nan, 2.0]",tt15340724,"[7550000.0, nan, 3.0]",tt0089269,"[6000000.0, nan, 2.0]",tt0326749,"[3930000.0, nan, 5.0]",tt14270848,"[3060000.0, nan, 2.0]",tt22091698,"[2940000.0, nan, 4.0]",tt0057522,"[2880000.0, nan, 1.0]"
2022-11-06,tt14738778,"[57060000.0, nan, 1.0]",tt10948716,"[52940000.0, nan, 1.0]",tt11252254,"[50450000.0, nan, 3.0]",tt11704040,"[47130000.0, nan, 3.0]",tt8415836,"[38800000.0, nan, 2.0]",tt0112218,"[35420000.0, nan, 4.0]",,,,,tt22646714,"[25360000.0, nan, 1.0]",tt14738778,"[20300000.0, nan, 20.0]"
2022-11-06,,,tt22071840,"[20790000.0, nan, 2.0]",tt14664414,"[18860000.0, nan, 1.0]",tt0388604,"[14950000.0, nan, 2.0]",tt0078643,"[11300000.0, nan, 9.0]",tt22265394,"[10420000.0, nan, 2.0]",tt0905688,"[9390000.0, nan, 3.0]",tt21875462,"[9050000.0, nan, 1.0]",tt20869502,"[8370000.0, nan, 18.0]",tt0154063,"[7760000.0, nan, 3.0]"
2022-10-30,tt4273800,"[68310000.0, nan, 1.0]",tt2935622,"[41950000.0, nan, 2.0]",tt0015372,"[9170000.0, nan, 2.0]",tt0051193,"[8890000.0, nan, 1.0]",tt15289240,"[8170000.0, nan, 3.0]",tt4595186,"[8020000.0, nan, 4.0]",tt0098335,"[5420000.0, nan, 4.0]",tt3874544,"[4210000.0, nan, 4.0]",tt10682266,"[3960000.0, nan, 1.0]",tt12610794,"[3940000.0, nan, 1.0]"
2022-10-30,tt0020629,"[31500000.0, nan, 1.0]",tt12683756,"[17360000.0, nan, 1.0]",tt15340724,"[15900000.0, nan, 2.0]",tt0130503,"[12360000.0, nan, 1.0]",tt0089269,"[10470000.0, nan, 1.0]",tt14270848,"[4600000.0, nan, 1.0]",tt22091698,"[4200000.0, nan, 3.0]",tt0326749,"[3250000.0, nan, 4.0]",,,tt10028196,"[1990000.0, nan, 4.0]"
2022-10-30,tt11252254,"[72020000.0, nan, 2.0]",tt0112218,"[67510000.0, nan, 3.0]",tt8415836,"[49950000.0, nan, 1.0]",tt11704040,"[42070000.0, nan, 2.0]",,,tt0094574,"[14060000.0, nan, 2.0]",,,tt22227040,"[13670000.0, nan, 2.0]",tt21195490,"[13590000.0, nan, 1.0]",tt2102535,"[10800000.0, nan, 1.0]"
2022-10-30,,,tt0905688,"[21220000.0, nan, 2.0]",tt22071840,"[13710000.0, nan, 1.0]",tt0078643,"[12290000.0, nan, 8.0]",tt0905688,"[12120000.0, nan, 2.0]",tt22746676,"[10640000.0, nan, 2.0]",tt13720112,"[9990000.0, nan, 5.0]",tt0388604,"[9100000.0, nan, 1.0]",tt20869502,"[8990000.0, nan, 17.0]",tt22265394,"[8010000.0, nan, 1.0]"
